DAY_OF_WEEK,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,ORIGIN,ARR_DELAY,SCH_DEP_TIME,SCH_ARR_TIME,ORGIN_WTH_temp,ORGIN_WTH_precip,ORGIN_WTH_precipprob,ORGIN_WTH_snow,ORGIN_WTH_windspeed,ORGIN_WTH_winddir,ORGIN_WTH_cloudcover,ORGIN_WTH_visibility,ORGIN_WTH_severerisk,DEST_WTH_temp,DEST_WTH_precip,DEST_WTH_precipprob,DEST_WTH_snow,DEST_WTH_windspeed,DEST_WTH_winddir,DEST_WTH_cloudcover,DEST_WTH_visibility,DEST_WTH_severerisk
7,UA,OO,ORD,-11.0,2022-04-17 13:55:00,2022-04-17 16:48:00,41.9,0.0,0,0.0,12.0,74.0,78.4,9.9,10.0,44.9,0.0,0,0.0,10.5,299.0,26.6,9.9,10.0
7,AA,YX,ORD,-9.0,2022-04-17 20:17:00,2022-04-17 23:08:00,39.2,0.0,0,0.0,9.7,53.0,88.1,9.9,10.0,34.0,0.0,0,0.0,0.0,0.0,0.0,9.9,10.0
7,B6,B6,MCO,6.0,2022-04-17 11:11:00,2022-04-17 13:56:00,81.9,0.0,0,0.0,7.0,197.0,3.5,9.9,30.0,43.0,0.0,0,0.0,14.9,310.0,87.5,9.9,10.0
7,DL,9E,JFK,-14.0,2022-04-17 12:29:00,2022-04-17 13:48:00,51.0,0.0,0,0.0,8.3,271.0,83.2,9.9,10.0,43.0,0.0,0,0.0,14.9,310.0,87.5,9.9,10.0
7,DL,9E,JFK,-19.0,2022-04-17 20:30:00,2022-04-17 21:56:00,47.8,0.0,0,0.0,4.8,323.0,0.4,9.9,10.0,35.9,0.0,0,0.0,0.1,354.0,0.0,9.9,10.0
7,UA,UA,ORD,46.0,2022-04-17 19:11:00,2022-04-17 22:04:00,40.0,0.0,0,0.0,10.5,44.0,78.4,9.9,10.0,35.9,0.0,0,0.0,0.1,354.0,0.0,9.9,10.0
7,UA,G7,ORD,-11.0,2022-04-17 10:35:00,2022-04-17 13:25:00,40.3,0.0,0,0.0,12.9,78.0,90.3,9.9,10.0,42.1,0.0,0,0.0,16.0,290.0,89.1,9.9,10.0
7,AA,MQ,ORD,-9.0,2022-04-24 08:23:00,2022-04-24 11:07:00,70.2,0.0,0,0.0,17.6,197.0,98.2,9.9,3.0,60.0,0.0,0,0.0,10.2,73.0,84.3,9.9,10.0
7,B6,B6,JFK,-20.0,2022-04-24 09:25:00,2022-04-24 10:43:00,57.7,0.0,0,0.0,10.0,50.0,52.4,9.9,10.0,60.0,0.0,0,0.0,10.2,73.0,84.3,9.9,10.0
7,AA,MQ,ORD,-3.0,2022-04-24 13:35:00,2022-04-24 16:21:00,68.1,0.014,100,0.0,15.8,241.0,94.3,9.9,10.0,74.9,0.0,0,0.0,11.1,31.0,47.3,9.9,10.0
7,DL,9E,JFK,8.0,2022-04-24 15:00:00,2022-04-24 16:20:00,59.1,0.0,0,0.0,9.3,121.0,1.5,9.9,10.0,74.9,0.0,0,0.0,11.1,31.0,47.3,9.9,10.0
7,UA,OO,ORD,22.0,2022-04-24 13:55:00,2022-04-24 16:48:00,68.1,0.014,100,0.0,15.8,241.0,94.3,9.9,10.0,74.2,0.0,0,0.0,12.5,65.0,47.3,9.9,10.0
7,AA,YX,ORD,-17.0,2022-04-24 20:17:00,2022-04-24 23:08:00,67.2,0.0,0,0.0,15.9,255.0,78.4,9.9,10.0,62.1,0.0,0,0.0,10.1,82.0,26.2,9.9,10.0
7,B6,B6,MCO,-7.0,2022-04-24 11:11:00,2022-04-24 13:56:00,79.9,0.0,0,0.0,11.3,109.0,98.2,9.9,10.0,71.8,0.0,0,0.0,11.2,70.0,47.3,9.9,10.0
7,DL,9E,JFK,-31.0,2022-04-24 12:29:00,2022-04-24 13:48:00,59.1,0.0,0,0.0,10.4,138.0,1.2,9.9,10.0,71.8,0.0,0,0.0,11.2,70.0,47.3,9.9,10.0
7,DL,9E,JFK,-10.0,2022-04-24 20:30:00,2022-04-24 21:56:00,51.2,0.0,0,0.0,7.0,120.0,0.8,9.9,10.0,63.0,0.0,0,0.0,9.0,80.0,26.2,9.9,10.0
7,UA,UA,ORD,75.0,2022-04-24 19:11:00,2022-04-24 22:04:00,69.9,0.0,0,0.0,14.6,235.0,78.4,9.9,10.0,63.0,0.0,0,0.0,9.0,80.0,26.2,9.9,10.0
7,UA,G7,ORD,-11.0,2022-04-24 10:35:00,2022-04-24 13:25:00,70.1,0.004,100,0.0,20.3,200.0,95.6,9.4,10.0,67.9,0.0,0,0.0,8.1,51.0,26.2,9.9,10.0
1,AA,MQ,ORD,23.0,2022-05-02 08:23:00,2022-05-02 11:07:00,49.5,0.0,0,0.0,6.8,289.0,100.0,9.9,10.0,60.7,0.001,100,0.0,6.0,292.0,99.9,9.6,10.0
1,B6,B6,JFK,1.0,2022-05-02 09:25:00,2022-05-02 10:43:00,53.8,0.0,0,0.0,11.2,32.0,100.0,9.8,10.0,60.7,0.001,100,0.0,6.0,292.0,99.9,9.6,10.0
1,AA,MQ,ORD,-7.0,2022-05-02 13:35:00,2022-05-02 16:21:00,52.4,0.0,0,0.0,8.4,247.0,100.0,9.9,10.0,52.2,0.0,0,0.0,3.3,321.0,100.0,8.1,10.0
1,DL,9E,JFK,-3.0,2022-05-02 15:00:00,2022-05-02 16:20:00,55.0,0.0,0,0.0,10.2,41.0,100.0,9.5,10.0,52.2,0.0,0,0.0,3.3,321.0,100.0,8.1,10.0
1,UA,OO,ORD,-1.0,2022-05-02 13:55:00,2022-05-02 16:48:00,52.4,0.0,0,0.0,8.4,247.0,100.0,9.9,10.0,53.1,0.0,0,0.0,0.1,358.0,100.0,9.9,10.0
1,AA,YX,ORD,-12.0,2022-05-02 20:17:00,2022-05-02 23:08:00,52.4,0.0,0,0.0,5.8,94.0,88.1,9.9,10.0,51.1,0.0,0,0.0,0.0,3.0,89.6,7.9,10.0
1,B6,B6,MCO,195.0,2022-05-02 11:11:00,2022-05-02 13:56:00,82.6,0.0,0,0.0,5.3,173.0,84.4,9.9,30.0,52.2,0.031,100,0.0,9.0,351.0,100.0,5.1,10.0
1,DL,9E,JFK,-22.0,2022-05-02 12:29:00,2022-05-02 13:48:00,55.1,0.0,0,0.0,9.1,31.0,100.0,1.8,10.0,52.2,0.031,100,0.0,9.0,351.0,100.0,5.1,10.0
1,DL,9E,JFK,-14.0,2022-05-02 20:30:00,2022-05-02 21:56:00,53.0,0.0,0,0.0,6.7,68.0,100.0,6.7,10.0,51.7,0.0,0,0.0,4.4,117.0,100.0,9.8,10.0
1,UA,UA,ORD,-22.0,2022-05-02 19:06:00,2022-05-02 21:59:00,54.7,0.0,0,0.0,1.2,275.0,91.4,9.9,10.0,51.7,0.0,0,0.0,4.4,117.0,100.0,9.8,10.0
1,UA,G7,ORD,-16.0,2022-05-02 10:35:00,2022-05-02 13:25:00,50.5,0.0,0,0.0,10.9,271.0,100.0,9.9,10.0,52.2,0.125,100,0.0,11.1,342.0,100.0,3.9,10.0
1,AA,MQ,ORD,0.0,2022-05-09 09:50:00,2022-05-09 12:40:00,68.7,0.0,0,0.0,15.4,150.0,78.4,9.9,10.0,66.9,0.0,0,0.0,8.1,96.0,26.2,9.9,10.0
1,UA,YX,ORD,-19.0,2022-05-09 10:37:00,2022-05-09 13:26:00,71.5,0.0,0,0.0,19.5,142.0,64.4,9.9,10.0,66.9,0.0,0,0.0,8.1,96.0,26.2,9.9,10.0
1,AA,MQ,ORD,-4.0,2022-05-09 13:35:00,2022-05-09 16:23:00,80.7,0.0,0,0.0,17.5,150.0,89.0,9.9,10.0,72.0,0.0,0,0.0,3.4,313.0,26.2,9.9,10.0
1,DL,9E,JFK,-4.0,2022-05-09 15:10:00,2022-05-09 16:25:00,68.0,0.0,0,0.0,12.7,52.0,0.4,9.9,10.0,72.0,0.0,0,0.0,3.4,313.0,26.2,9.9,10.0
1,UA,OO,ORD,22.0,2022-05-09 14:04:00,2022-05-09 16:57:00,80.7,0.0,0,0.0,17.5,150.0,89.0,9.9,10.0,73.1,0.0,0,0.0,9.2,3.0,26.2,9.9,10.0
1,AA,YX,ORD,3.0,2022-05-09 20:25:00,2022-05-09 23:15:00,80.2,0.0,0,0.0,20.2,170.0,24.2,9.9,10.0,55.8,0.0,0,0.0,7.8,79.0,26.2,9.9,10.0
1,B6,B6,JFK,2.0,2022-05-09 21:45:00,2022-05-09 23:07:00,60.2,0.0,0,0.0,13.7,40.0,0.4,9.9,10.0,55.8,0.0,0,0.0,7.8,79.0,26.2,9.9,10.0
1,B6,B6,MCO,59.0,2022-05-09 11:51:00,2022-05-09 14:36:00,80.8,0.0,0,0.0,13.7,34.0,84.5,9.9,5.0,71.0,0.0,0,0.0,5.8,44.3,26.2,9.9,10.0
1,DL,9E,JFK,11.0,2022-05-09 20:30:00,2022-05-09 21:56:00,62.1,0.0,0,0.0,15.7,41.0,0.4,9.9,10.0,55.9,0.0,0,0.0,5.7,90.0,26.2,9.9,10.0
1,DL,9E,JFK,-24.0,2022-05-09 12:43:00,2022-05-09 14:04:00,65.0,0.0,0,0.0,12.7,50.0,0.4,9.9,10.0,70.0,0.0,0,0.0,6.9,329.0,26.2,9.9,10.0
1,UA,UA,ORD,-15.0,2022-05-09 18:00:00,2022-05-09 20:51:00,83.1,0.0,0,0.0,23.3,177.0,24.2,9.9,10.0,60.0,0.0,0,0.0,6.8,42.0,26.2,9.9,10.0
1,UA,YX,ORD,-4.0,2022-05-16 10:37:00,2022-05-16 13:26:00,74.4,0.0,0,0.0,16.8,311.0,24.2,9.9,3.0,72.8,0.0,0,0.0,8.2,117.0,99.8,9.9,30.0
1,AA,MQ,ORD,-1.0,2022-05-16 13:35:00,2022-05-16 16:23:00,77.2,0.0,0,0.0,17.9,292.0,63.5,9.9,3.0,64.7,0.001,100,0.0,8.3,289.0,100.0,9.9,10.0
1,DL,9E,JFK,148.0,2022-05-16 15:10:00,2022-05-16 16:25:00,70.0,0.0,0,0.0,9.2,170.0,49.6,9.9,10.0,64.7,0.001,100,0.0,8.3,289.0,100.0,9.9,10.0
1,UA,OO,ORD,3.0,2022-05-16 14:04:00,2022-05-16 16:57:00,77.2,0.0,0,0.0,17.9,292.0,63.5,9.9,3.0,57.8,0.006,100,0.0,14.9,299.0,99.9,4.6,10.0
1,AA,YX,ORD,35.0,2022-05-16 20:25:00,2022-05-16 23:15:00,74.6,0.0,0,0.0,8.1,300.0,24.2,9.9,10.0,52.9,0.0,0,0.0,15.7,261.0,86.8,9.9,10.0
1,B6,B6,MCO,-11.0,2022-05-16 11:51:00,2022-05-16 14:36:00,84.5,0.0,0,0.0,8.3,252.0,6.3,9.9,60.0,62.8,0.02,100,0.0,11.4,290.0,100.0,9.9,10.0
1,DL,9E,JFK,-6.0,2022-05-16 12:43:00,2022-05-16 14:04:00,71.2,0.0,0,0.0,5.0,150.0,84.7,9.9,30.0,60.9,0.039,100,0.0,18.2,250.0,100.0,4.8,10.0
1,UA,UA,ORD,-2.0,2022-05-16 18:00:00,2022-05-16 20:51:00,78.2,0.0,0,0.0,13.7,290.0,50.0,9.9,10.0,53.0,0.0,0,0.0,17.1,280.0,100.0,9.9,10.0
1,AA,MQ,ORD,3.0,2022-05-23 09:50:00,2022-05-23 12:40:00,57.5,0.0,0,0.0,13.3,83.0,24.2,9.9,10.0,62.1,0.0,0,0.0,6.1,27.0,85.6,9.9,10.0
1,UA,YX,ORD,-23.0,2022-05-23 10:37:00,2022-05-23 13:26:00,57.8,0.0,0,0.0,14.2,73.0,24.2,9.9,10.0,62.1,0.0,0,0.0,6.1,27.0,85.6,9.9,10.0
1,AA,MQ,ORD,0.0,2022-05-23 13:35:00,2022-05-23 16:23:00,61.3,0.0,0,0.0,14.5,84.0,24.2,9.9,10.0,62.1,0.0,0,0.0,6.0,331.0,84.7,9.9,10.0
1,DL,9E,JFK,40.0,2022-05-23 15:10:00,2022-05-23 16:25:00,75.6,0.0,0,0.0,3.8,37.0,1.5,9.9,10.0,62.1,0.0,0,0.0,6.0,331.0,84.7,9.9,10.0
1,UA,OO,ORD,108.0,2022-05-23 14:04:00,2022-05-23 16:57:00,61.3,0.0,0,0.0,14.5,84.0,24.2,9.9,10.0,62.9,0.0,0,0.0,7.0,311.0,84.3,9.9,10.0
1,AA,YX,ORD,29.0,2022-05-23 20:25:00,2022-05-23 23:15:00,55.7,0.0,0,0.0,12.2,38.0,78.4,9.9,10.0,51.1,0.0,0,0.0,0.0,0.0,85.7,9.9,10.0
1,B6,B6,JFK,9.0,2022-05-23 21:45:00,2022-05-23 23:07:00,68.0,0.0,0,0.0,9.1,40.0,1.5,9.9,10.0,51.1,0.0,0,0.0,0.0,0.0,85.7,9.9,10.0
1,B6,B6,MCO,94.0,2022-05-23 11:51:00,2022-05-23 14:36:00,88.6,0.0,0,0.0,11.2,143.0,30.1,9.9,10.0,62.1,0.0,0,0.0,11.3,360.0,90.9,9.9,10.0
1,DL,9E,JFK,-26.0,2022-05-23 20:30:00,2022-05-23 21:56:00,70.1,0.0,0,0.0,10.0,39.0,1.7,9.9,10.0,51.1,0.0,0,0.0,4.7,320.0,85.0,9.9,10.0
1,DL,9E,JFK,-9.0,2022-05-23 12:43:00,2022-05-23 14:04:00,73.0,0.0,0,0.0,11.2,49.0,1.5,9.9,10.0,62.1,0.0,0,0.0,7.9,309.0,92.0,9.9,10.0
1,UA,UA,ORD,-15.0,2022-05-23 18:00:00,2022-05-23 20:51:00,58.2,0.0,0,0.0,11.0,22.0,78.4,9.9,10.0,53.0,0.0,0,0.0,7.8,330.0,84.3,9.9,10.0
1,AA,MQ,ORD,-8.0,2022-05-30 09:50:00,2022-05-30 12:40:00,80.5,0.0,0,0.0,18.9,197.0,78.4,9.9,5.0,82.1,0.0,0,0.0,9.0,250.0,26.2,9.9,3.0
1,UA,YX,ORD,-7.0,2022-05-30 10:37:00,2022-05-30 13:26:00,83.7,0.0,0,0.0,22.0,201.0,78.4,9.9,5.0,82.1,0.0,0,0.0,9.0,250.0,26.2,9.9,3.0
1,AA,MQ,ORD,4.0,2022-05-30 13:35:00,2022-05-30 16:23:00,89.0,0.0,0,0.0,18.0,192.0,78.4,9.9,5.0,84.8,0.0,0,0.0,5.9,249.0,26.2,9.9,30.0
1,DL,9E,JFK,-12.0,2022-05-30 15:10:00,2022-05-30 16:25:00,85.9,0.0,0,0.0,7.0,209.0,28.1,9.9,10.0,84.8,0.0,0,0.0,5.9,249.0,26.2,9.9,30.0
1,UA,OO,ORD,-6.0,2022-05-30 14:04:00,2022-05-30 16:57:00,89.0,0.0,0,0.0,18.0,192.0,78.4,9.9,5.0,84.8,0.0,0,0.0,9.1,268.0,47.3,9.9,30.0
1,AA,YX,ORD,-15.0,2022-05-30 20:25:00,2022-05-30 23:15:00,86.3,0.0,0,0.0,16.9,180.0,78.4,9.9,10.0,70.8,0.0,0,0.0,0.0,1.0,84.3,9.9,5.0
1,B6,B6,JFK,-13.0,2022-05-30 21:45:00,2022-05-30 23:07:00,76.9,0.0,0,0.0,0.1,6.0,0.4,9.9,5.0,70.8,0.0,0,0.0,0.0,1.0,84.3,9.9,5.0
1,B6,B6,MCO,2.0,2022-05-30 11:51:00,2022-05-30 14:36:00,87.0,0.0,0,0.0,7.8,147.0,9.7,9.9,10.0,83.9,0.0,0,0.0,7.8,258.0,26.2,9.9,10.0
1,DL,9E,JFK,-10.0,2022-05-30 20:30:00,2022-05-30 21:56:00,79.0,0.0,0,0.0,0.2,6.0,0.8,9.9,3.0,73.7,0.0,0,0.0,0.0,0.0,84.3,9.9,3.0
1,DL,9E,JFK,-17.0,2022-05-30 12:43:00,2022-05-30 14:04:00,83.0,0.0,0,0.0,6.9,220.0,0.8,9.9,10.0,83.0,0.0,0,0.0,7.8,252.0,26.2,9.9,10.0
1,UA,UA,ORD,-1.0,2022-05-30 18:00:00,2022-05-30 20:51:00,90.1,0.0,0,0.0,21.0,172.0,78.4,9.9,10.0,76.7,0.0,0,0.0,4.5,322.0,84.3,9.9,3.0
2,AA,MQ,ORD,6.0,2022-05-03 08:23:00,2022-05-03 11:07:00,48.1,0.132,100,0.0,19.2,50.0,100.0,2.0,10.0,57.0,0.0,0,0.0,5.7,99.0,100.0,9.9,10.0
2,B6,B6,JFK,-20.0,2022-05-03 09:25:00,2022-05-03 10:43:00,56.0,0.0,0,0.0,11.1,60.0,2.1,9.9,10.0,57.0,0.0,0,0.0,5.7,99.0,100.0,9.9,10.0
2,AA,MQ,ORD,44.0,2022-05-03 13:35:00,2022-05-03 16:21:00,47.4,0.001,100,0.0,19.7,19.0,100.0,2.5,10.0,65.9,0.0,0,0.0,6.6,166.0,99.8,9.9,10.0
2,DL,9E,JFK,-17.0,2022-05-03 15:00:00,2022-05-03 16:20:00,62.0,0.0,0,0.0,9.2,107.0,79.9,9.9,10.0,65.9,0.0,0,0.0,6.6,166.0,99.8,9.9,10.0
2,UA,OO,ORD,-15.0,2022-05-03 13:55:00,2022-05-03 16:48:00,47.4,0.001,100,0.0,19.7,19.0,100.0,2.5,10.0,65.0,0.0,0,0.0,6.8,34.0,99.8,9.9,10.0
2,AA,YX,ORD,7.0,2022-05-03 20:17:00,2022-05-03 23:08:00,45.7,0.0,0,0.0,17.0,359.0,100.0,2.1,10.0,62.8,0.0,0,0.0,11.1,139.0,100.0,9.9,10.0
2,B6,B6,MCO,-4.0,2022-05-03 11:11:00,2022-05-03 13:56:00,79.2,0.0,0,0.0,7.3,177.0,73.1,9.9,30.0,65.0,0.0,0,0.0,10.2,140.0,97.0,9.9,10.0
2,DL,9E,JFK,-22.0,2022-05-03 12:29:00,2022-05-03 13:48:00,60.9,0.0,0,0.0,10.1,50.0,2.7,9.9,10.0,65.0,0.0,0,0.0,10.2,140.0,97.0,9.9,10.0
2,DL,9E,JFK,-21.0,2022-05-03 20:30:00,2022-05-03 21:56:00,54.0,0.0,0,0.0,6.9,97.0,52.9,9.9,10.0,63.9,0.0,0,0.0,12.4,137.0,100.0,9.9,10.0
2,UA,UA,ORD,-31.0,2022-05-03 19:06:00,2022-05-03 21:59:00,45.9,0.0,0,0.0,17.8,359.0,100.0,1.8,10.0,63.9,0.0,0,0.0,12.4,137.0,100.0,9.9,10.0
2,UA,G7,ORD,-3.0,2022-05-03 10:35:00,2022-05-03 13:25:00,49.2,0.004,100,0.0,15.3,39.0,100.0,3.4,10.0,62.9,0.0,0,0.0,8.9,130.0,88.5,9.9,10.0
2,AA,MQ,ORD,10.0,2022-05-10 09:50:00,2022-05-10 12:40:00,76.7,0.0,0,0.0,11.3,198.0,84.4,9.9,5.0,71.0,0.0,0,0.0,11.2,91.0,26.2,9.9,10.0
2,UA,YX,ORD,-3.0,2022-05-10 10:37:00,2022-05-10 13:26:00,79.9,0.0,0,0.0,11.8,201.0,69.5,9.9,5.0,71.0,0.0,0,0.0,11.2,91.0,26.2,9.9,10.0
2,AA,MQ,ORD,-5.0,2022-05-10 13:35:00,2022-05-10 16:23:00,87.6,0.0,0,0.0,11.4,180.0,24.2,9.9,15.0,74.9,0.0,0,0.0,12.6,93.0,26.2,9.9,10.0
2,DL,9E,JFK,-6.0,2022-05-10 15:10:00,2022-05-10 16:25:00,71.1,0.0,0,0.0,15.9,41.0,0.8,9.9,10.0,74.9,0.0,0,0.0,12.6,93.0,26.2,9.9,10.0
2,UA,OO,ORD,14.0,2022-05-10 14:04:00,2022-05-10 16:57:00,87.6,0.0,0,0.0,11.4,180.0,24.2,9.9,15.0,75.3,0.0,0,0.0,15.7,90.0,26.2,9.9,10.0
2,AA,YX,ORD,-7.0,2022-05-10 20:25:00,2022-05-10 23:15:00,88.1,0.0,0,0.0,7.8,187.0,58.9,9.9,5.0,61.7,0.0,0,0.0,5.6,146.0,26.2,9.9,10.0
2,B6,B6,JFK,7.0,2022-05-10 21:45:00,2022-05-10 23:07:00,60.9,0.0,0,0.0,11.3,31.0,0.4,9.9,10.0,61.7,0.0,0,0.0,5.6,146.0,26.2,9.9,10.0
2,B6,B6,MCO,1.0,2022-05-10 11:51:00,2022-05-10 14:36:00,80.0,0.0,0,0.0,10.9,30.0,50.4,9.9,10.0,74.0,0.0,0,0.0,13.7,83.0,26.2,9.9,10.0
2,DL,9E,JFK,-11.0,2022-05-10 20:30:00,2022-05-10 21:56:00,64.0,0.0,0,0.0,12.5,41.0,98.6,9.9,10.0,61.9,0.0,0,0.0,4.6,135.0,26.2,9.9,10.0
2,DL,9E,JFK,-21.0,2022-05-10 12:43:00,2022-05-10 14:04:00,69.2,0.0,0,0.0,14.9,62.0,0.4,9.9,10.0,73.1,0.0,0,0.0,11.3,83.0,26.2,9.9,10.0
2,UA,UA,ORD,28.0,2022-05-10 18:00:00,2022-05-10 20:51:00,90.3,0.0,0,0.0,13.9,178.0,24.2,9.9,5.0,64.0,0.0,0,0.0,6.6,98.0,26.2,9.9,10.0
2,AA,MQ,ORD,6.0,2022-05-17 09:50:00,2022-05-17 12:40:00,61.8,0.0,0,0.0,9.5,63.0,78.4,9.9,10.0,60.9,0.0,0,0.0,25.9,280.0,85.6,9.9,10.0
2,UA,YX,ORD,-7.0,2022-05-17 10:37:00,2022-05-17 13:26:00,63.9,0.0,0,0.0,7.3,85.0,44.0,9.9,10.0,60.9,0.0,0,0.0,25.9,280.0,85.6,9.9,10.0
2,AA,MQ,ORD,-9.0,2022-05-17 13:35:00,2022-05-17 16:23:00,65.9,0.0,0,0.0,9.9,66.0,78.4,9.9,10.0,62.7,0.0,0,0.0,15.3,289.0,89.6,9.9,10.0
2,DL,9E,JFK,-7.0,2022-05-17 15:10:00,2022-05-17 16:25:00,75.8,0.0,0,0.0,18.4,261.0,85.7,9.9,10.0,62.7,0.0,0,0.0,15.3,289.0,89.6,9.9,10.0
2,UA,OO,ORD,-13.0,2022-05-17 14:04:00,2022-05-17 16:57:00,65.9,0.0,0,0.0,9.9,66.0,78.4,9.9,10.0,57.7,0.0,0,0.0,25.9,270.0,89.6,9.9,10.0
2,AA,YX,ORD,0.0,2022-05-17 20:25:00,2022-05-17 23:15:00,57.5,0.0,0,0.0,8.5,100.0,85.8,9.9,10.0,53.8,0.0,0,0.0,10.1,280.0,100.0,9.9,10.0
2,B6,B6,JFK,-16.0,2022-05-17 21:45:00,2022-05-17 23:07:00,65.0,0.0,0,0.0,3.6,340.0,0.0,9.9,10.0,53.8,0.0,0,0.0,10.1,280.0,100.0,9.9,10.0
2,B6,B6,MCO,98.0,2022-05-17 11:51:00,2022-05-17 14:36:00,86.9,0.0,0,0.0,6.8,325.0,50.0,9.9,30.0,60.1,0.0,0,0.0,20.9,299.0,89.2,9.9,10.0
2,DL,9E,JFK,-12.0,2022-05-17 20:30:00,2022-05-17 21:56:00,71.9,0.0,0,0.0,3.8,340.0,0.4,9.9,10.0,55.0,0.0,0,0.0,12.6,280.0,89.6,9.9,10.0
2,DL,9E,JFK,-20.0,2022-05-17 12:43:00,2022-05-17 14:04:00,75.8,0.0,0,0.0,19.5,270.0,49.6,2.2,10.0,60.9,0.0,0,0.0,20.9,289.0,86.7,9.9,10.0
2,UA,UA,ORD,-13.0,2022-05-17 18:00:00,2022-05-17 20:51:00,56.8,0.0,0,0.0,8.4,100.0,91.4,9.9,10.0,56.7,0.0,0,0.0,14.7,289.0,89.6,9.9,10.0
2,AA,MQ,ORD,-14.0,2022-05-24 09:50:00,2022-05-24 12:40:00,61.8,0.0,0,0.0,10.9,90.0,90.3,9.9,10.0,67.9,0.0,0,0.0,4.6,43.0,47.3,9.9,10.0
2,UA,YX,ORD,51.0,2022-05-24 10:37:00,2022-05-24 13:26:00,63.0,0.0,0,0.0,10.7,92.0,89.0,9.9,10.0,67.9,0.0,0,0.0,4.6,43.0,47.3,9.9,10.0
2,AA,MQ,ORD,5.0,2022-05-24 13:35:00,2022-05-24 16:23:00,65.4,0.0,0,0.0,13.3,53.0,78.4,9.9,10.0,71.0,0.0,0,0.0,7.0,358.0,47.7,9.9,10.0
2,DL,9E,JFK,-14.0,2022-05-24 15:10:00,2022-05-24 16:25:00,67.9,0.037,100,0.0,6.9,158.0,99.6,9.9,10.0,71.0,0.0,0,0.0,7.0,358.0,47.7,9.9,10.0
2,UA,OO,ORD,6.0,2022-05-24 14:04:00,2022-05-24 16:57:00,65.4,0.0,0,0.0,13.3,53.0,78.4,9.9,10.0,71.8,0.0,0,0.0,5.0,341.0,48.6,9.9,10.0
2,AA,YX,ORD,-2.0,2022-05-24 20:25:00,2022-05-24 23:15:00,57.9,0.0,0,0.0,15.4,33.0,81.7,9.9,10.0,58.9,0.0,0,0.0,5.5,272.0,86.2,9.9,10.0
2,B6,B6,JFK,64.0,2022-05-24 21:45:00,2022-05-24 23:07:00,60.1,0.0,0,0.0,6.6,70.0,99.6,9.9,10.0,58.9,0.0,0,0.0,5.5,272.0,86.2,9.9,10.0
2,B6,B6,MCO,-4.0,2022-05-24 11:51:00,2022-05-24 14:36:00,86.9,0.0,0,0.0,8.8,170.0,83.0,9.9,30.0,69.2,0.0,0,0.0,8.0,18.0,50.8,9.9,10.0
2,DL,9E,JFK,-17.0,2022-05-24 20:30:00,2022-05-24 21:56:00,60.2,0.0,0,0.0,7.9,111.0,99.6,9.9,10.0,61.0,0.0,0,0.0,6.8,258.0,89.5,9.9,10.0
2,DL,9E,JFK,-23.0,2022-05-24 12:43:00,2022-05-24 14:04:00,67.8,0.009,100,0.0,10.1,69.0,52.9,9.9,10.0,69.1,0.0,0,0.0,5.7,31.0,51.2,9.9,10.0
2,UA,UA,ORD,-11.0,2022-05-24 18:00:00,2022-05-24 20:51:00,64.1,0.0,0,0.0,15.0,36.0,69.5,9.9,10.0,62.8,0.0,0,0.0,4.8,314.0,87.5,9.9,10.0
2,AA,MQ,ORD,-13.0,2022-05-31 09:50:00,2022-05-31 12:40:00,83.0,0.0,0,0.0,16.5,223.0,78.4,9.9,8.0,87.9,0.0,0,0.0,12.7,272.0,84.7,9.9,10.0
2,UA,YX,ORD,4.0,2022-05-31 10:37:00,2022-05-31 13:26:00,85.9,0.0,0,0.0,17.4,214.0,80.9,9.9,30.0,87.9,0.0,0,0.0,12.7,272.0,84.7,9.9,10.0
2,AA,MQ,ORD,9.0,2022-05-31 13:35:00,2022-05-31 16:23:00,86.2,0.0,0,0.0,16.9,225.0,79.4,9.9,30.0,87.1,0.0,0,0.0,13.6,282.0,47.7,9.9,10.0
2,DL,9E,JFK,-2.0,2022-05-31 15:10:00,2022-05-31 16:25:00,92.9,0.0,0,0.0,0.2,359.0,1.5,9.9,30.0,87.1,0.0,0,0.0,13.6,282.0,47.7,9.9,10.0
2,UA,OO,ORD,-6.0,2022-05-31 14:04:00,2022-05-31 16:57:00,86.2,0.0,0,0.0,16.9,225.0,79.4,9.9,30.0,87.2,0.0,0,0.0,11.2,320.0,85.4,9.9,10.0
2,AA,YX,ORD,-10.0,2022-05-31 20:25:00,2022-05-31 23:15:00,85.2,0.0,0,0.0,11.5,238.0,80.7,9.9,60.0,70.8,0.0,0,0.0,0.0,0.0,47.3,9.9,10.0
2,B6,B6,JFK,32.0,2022-05-31 21:45:00,2022-05-31 23:07:00,73.0,0.0,0,0.0,15.8,51.0,51.4,9.9,3.0,70.8,0.0,0,0.0,0.0,0.0,47.3,9.9,10.0
2,B6,B6,MCO,-10.0,2022-05-31 11:51:00,2022-05-31 14:36:00,87.9,0.0,0,0.0,9.3,54.0,84.5,9.9,60.0,87.9,0.0,0,0.0,16.9,282.0,47.3,9.9,10.0
2,DL,9E,JFK,-5.0,2022-05-31 20:30:00,2022-05-31 21:56:00,89.9,0.0,0,0.0,0.3,354.0,1.5,9.9,10.0,73.0,0.0,0,0.0,0.0,0.0,47.3,9.9,10.0
