DAY_OF_WEEK,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS,CRS_ELAPSED_TIME,SCH_DEP_TIME,SCH_ARR_TIME,ORGIN_WTH_temp,ORGIN_WTH_feelslike,ORGIN_WTH_precip,ORGIN_WTH_precipprob,ORGIN_WTH_preciptype,ORGIN_WTH_snow,ORGIN_WTH_windgust,ORGIN_WTH_windspeed,ORGIN_WTH_winddir,ORGIN_WTH_cloudcover,ORGIN_WTH_visibility,ORGIN_WTH_severerisk,ORGIN_WTH_conditions,DEST_WTH_temp,DEST_WTH_feelslike,DEST_WTH_precip,DEST_WTH_precipprob,DEST_WTH_preciptype,DEST_WTH_snow,DEST_WTH_windgust,DEST_WTH_windspeed,DEST_WTH_winddir,DEST_WTH_cloudcover,DEST_WTH_visibility,DEST_WTH_severerisk,DEST_WTH_conditions
4,UA,G7,4389,ORD,SYR,1423.0,48.0,0,0,N,607,0.0,0.0,0.0,0,,2022-02-17 10:45:00,2022-02-17 13:35:00,29.9,16.8,0.0,0,"rain,snow",0.05,37.6,21.6,17.0,100.0,9.9,10.0,Overcast,51.9,51.9,0.008,100,rain,0.0,21.9,14.7,180.0,100.0,8.5,10.0,"Rain, Overcast"
4,UA,UA,1094,ORD,SYR,2240.0,101.0,0,0,N,607,0.0,0.0,101.0,0,,2022-02-17 18:10:00,2022-02-17 20:59:00,22.1,7.9,0.005,100,snow,0.05,27.9,17.3,343.0,100.0,1.2,10.0,"Snow, Overcast",53.4,53.4,0.037,100,rain,0.0,18.3,4.6,266.0,100.0,8.3,10.0,"Rain, Overcast"
4,UA,YX,3467,ORD,SYR,1704.0,23.0,0,0,N,607,0.0,23.0,0.0,0,,2022-02-17 13:45:00,2022-02-17 16:41:00,26.0,11.7,0.001,100,snow,0.05,34.1,21.2,350.0,100.0,1.0,10.0,"Snow, Overcast",52.7,52.7,0.001,100,rain,0.0,27.7,19.1,170.0,100.0,9.6,10.0,"Rain, Overcast"
4,AA,OO,3253,ORD,SYR,1611.0,42.0,0,0,N,607,0.0,0.0,42.0,0,,2022-02-24 12:40:00,2022-02-24 15:29:00,27.5,16.1,0.0,0,snow,0.07,18.8,14.5,62.0,100.0,9.9,10.0,Overcast,28.0,22.5,0.0,0,snow,0.08,3.4,4.8,8.0,26.2,9.9,10.0,Partially cloudy
4,AA,OO,3294,ORD,SYR,,,1,0,N,607,,,,0,,2022-02-24 20:10:00,2022-02-24 23:05:00,27.6,18.8,0.004,100,"snow,ice",0.07,16.1,8.9,87.0,100.0,0.8,10.0,"Snow, Ice, Overcast",24.0,17.0,0.0,0,snow,0.08,10.5,5.7,60.0,100.0,9.9,10.0,Overcast
4,AA,MQ,4134,ORD,SYR,1110.0,15.0,0,0,N,607,0.0,15.0,0.0,0,,2022-02-24 08:05:00,2022-02-24 10:55:00,26.4,14.2,0.0,0,,0.0,24.2,15.5,75.0,100.0,9.9,10.0,Overcast,20.8,13.1,0.0,0,snow,0.08,4.0,5.8,234.0,26.2,9.9,10.0,Partially cloudy
4,B6,B6,116,JFK,SYR,1018.0,-23.0,0,0,N,209,,,,0,,2022-02-24 09:24:00,2022-02-24 10:41:00,31.8,26.8,0.0,0,,0.0,21.6,5.1,33.0,1.5,9.9,10.0,Clear,20.8,13.1,0.0,0,snow,0.08,4.0,5.8,234.0,26.2,9.9,10.0,Partially cloudy
4,B6,B6,656,MCO,SYR,1424.0,24.0,0,0,N,1053,0.0,0.0,0.0,0,,2022-02-24 11:15:00,2022-02-24 14:00:00,78.9,78.9,0.0,0,,0.0,9.8,3.8,131.0,2.9,9.9,10.0,Clear,26.8,19.3,0.0,0,snow,0.08,3.6,6.9,359.0,26.2,9.9,10.0,Partially cloudy
4,DL,9E,5446,JFK,SYR,1332.0,-13.0,0,0,N,209,,,,0,,2022-02-24 12:30:00,2022-02-24 13:45:00,33.9,33.9,0.0,0,snow,0.0,17.2,0.5,359.0,100.0,9.9,10.0,Overcast,26.8,19.3,0.0,0,snow,0.08,3.6,6.9,359.0,26.2,9.9,10.0,Partially cloudy
4,UA,G7,4389,ORD,SYR,1401.0,26.0,0,0,N,607,0.0,26.0,0.0,0,,2022-02-24 10:45:00,2022-02-24 13:35:00,27.4,18.4,0.0,0,snow,0.07,15.0,9.3,63.0,100.0,9.9,10.0,Overcast,26.8,19.3,0.0,0,snow,0.08,3.6,6.9,359.0,26.2,9.9,10.0,Partially cloudy
4,UA,UA,1094,ORD,SYR,2157.0,58.0,0,0,N,607,0.0,50.0,0.0,0,,2022-02-24 18:10:00,2022-02-24 20:59:00,28.1,16.3,0.0,0,snow,0.07,24.9,15.9,65.0,100.0,6.8,10.0,Overcast,20.9,16.0,0.0,0,snow,0.08,9.6,3.5,116.0,47.3,9.9,10.0,Partially cloudy
4,UA,YX,3467,ORD,SYR,1632.0,-9.0,0,0,N,607,,,,0,,2022-02-24 13:45:00,2022-02-24 16:41:00,28.2,16.4,0.0,0,snow,0.07,25.3,15.7,66.0,100.0,9.9,10.0,Overcast,27.9,23.8,0.0,0,snow,0.08,7.8,3.6,332.0,26.2,9.9,10.0,Partially cloudy
5,AA,OO,3253,ORD,SYR,1523.0,-6.0,0,0,N,607,,,,0,,2022-02-04 12:40:00,2022-02-04 15:29:00,24.6,15.5,0.0,0,,0.0,8.9,8.4,250.0,75.6,9.9,10.0,Partially cloudy,17.9,5.8,0.019,100,snow,0.05,14.1,10.6,307.0,100.0,0.6,10.0,"Snow, Overcast"
5,AA,MQ,4134,ORD,SYR,,,1,0,N,607,,,,0,,2022-02-04 08:05:00,2022-02-04 10:55:00,14.6,6.7,0.0,0,,0.0,9.2,5.0,315.0,74.1,9.9,10.0,Partially cloudy,17.5,8.4,0.0,0,snow,0.05,8.3,6.5,298.0,100.0,4.6,10.0,Overcast
5,B6,B6,116,JFK,SYR,1103.0,19.0,0,0,N,209,0.0,3.0,0.0,0,,2022-02-04 09:25:00,2022-02-04 10:44:00,39.6,35.3,0.02,100,rain,0.04,18.3,6.0,8.0,100.0,8.0,10.0,"Rain, Overcast",17.5,8.4,0.0,0,snow,0.05,8.3,6.5,298.0,100.0,4.6,10.0,Overcast
5,B6,B6,2516,JFK,SYR,,,1,0,N,209,,,,0,,2022-02-04 21:59:00,2022-02-04 23:15:00,30.6,27.0,0.0,0,snow,0.0,14.1,3.6,360.0,100.0,6.9,10.0,Overcast,14.0,6.3,0.0,0,snow,0.05,13.2,4.7,330.0,100.0,7.9,10.0,Overcast
5,B6,B6,656,MCO,SYR,1930.0,30.0,0,0,N,1053,0.0,0.0,25.0,0,,2022-02-04 16:17:00,2022-02-04 19:00:00,84.0,85.0,0.0,0,,0.0,17.2,12.6,191.0,47.4,9.9,10.0,Partially cloudy,16.0,4.0,0.0,0,snow,0.05,18.8,10.0,312.0,100.0,3.6,10.0,Overcast
5,DL,9E,5446,JFK,SYR,1344.0,-1.0,0,0,N,209,,,,0,,2022-02-04 12:30:00,2022-02-04 13:45:00,37.8,30.8,0.041,100,rain,0.0,15.7,10.2,57.0,100.0,8.0,10.0,"Rain, Overcast",19.0,8.2,0.0,0,snow,0.05,13.9,9.1,288.0,100.0,1.3,10.0,Overcast
5,UA,OO,5392,ORD,SYR,1341.0,4.0,0,0,N,607,,,,0,,2022-02-04 10:45:00,2022-02-04 13:37:00,23.6,15.5,0.0,0,,0.0,4.7,6.9,297.0,38.9,9.9,10.0,Partially cloudy,19.0,8.2,0.0,0,snow,0.05,13.9,9.1,288.0,100.0,1.3,10.0,Overcast
5,UA,G7,4576,ORD,SYR,1705.0,-16.0,0,0,N,607,,,,0,,2022-02-04 14:30:00,2022-02-04 17:21:00,24.6,14.1,0.0,0,,0.0,10.3,10.8,255.0,75.6,9.9,10.0,Partially cloudy,17.0,5.7,0.011,100,snow,0.05,17.7,9.2,311.0,100.0,1.3,10.0,"Snow, Overcast"
5,UA,OO,5412,ORD,SYR,2255.0,123.0,0,0,N,607,0.0,0.0,0.0,0,,2022-02-04 17:55:00,2022-02-04 20:52:00,20.5,8.0,0.003,100,snow,0.0,19.9,12.6,241.0,100.0,2.4,10.0,"Snow, Overcast",15.1,6.3,0.0,0,snow,0.05,16.1,5.8,359.0,100.0,4.9,10.0,Overcast
5,AA,OO,3253,ORD,SYR,1511.0,-18.0,0,0,N,607,,,,0,,2022-02-11 12:40:00,2022-02-11 15:29:00,43.0,35.2,0.0,0,,0.0,29.6,16.5,269.0,90.3,9.9,10.0,Overcast,49.8,43.5,0.0,0,,0.0,34.2,19.2,170.0,100.0,9.9,10.0,Overcast
5,AA,MQ,4134,ORD,SYR,1041.0,-14.0,0,0,N,607,,,,0,,2022-02-11 08:05:00,2022-02-11 10:55:00,38.9,31.0,0.0,0,,0.0,15.7,13.3,223.0,88.1,9.9,10.0,Partially cloudy,42.0,34.8,0.0,0,,0.0,23.9,13.7,189.0,98.6,9.9,10.0,Overcast
5,B6,B6,116,JFK,SYR,1058.0,14.0,0,0,N,209,,,,0,,2022-02-11 09:25:00,2022-02-11 10:44:00,46.8,46.8,0.0,0,,0.0,11.0,2.2,299.0,7.2,9.9,10.0,Clear,42.0,34.8,0.0,0,,0.0,23.9,13.7,189.0,98.6,9.9,10.0,Overcast
5,B6,B6,2516,JFK,SYR,2306.0,-9.0,0,0,N,209,,,,0,,2022-02-11 21:59:00,2022-02-11 23:15:00,52.0,52.0,0.0,0,,0.0,20.8,7.1,185.0,0.8,9.9,10.0,Clear,47.4,39.0,0.038,100,rain,0.0,47.2,26.5,234.0,100.0,6.0,10.0,"Rain, Overcast"
5,B6,B6,656,MCO,SYR,2147.0,167.0,0,0,N,1053,0.0,0.0,0.0,0,,2022-02-11 16:17:00,2022-02-11 19:00:00,76.8,76.8,0.0,0,,0.0,13.2,12.3,90.0,88.6,9.9,10.0,Partially cloudy,51.0,51.0,0.0,0,,0.0,25.9,17.0,190.0,100.0,9.9,10.0,Overcast
5,DL,9E,5446,JFK,SYR,1328.0,-17.0,0,0,N,209,,,,0,,2022-02-11 12:30:00,2022-02-11 13:45:00,54.0,54.0,0.0,0,,0.0,21.5,5.9,229.0,0.4,9.9,10.0,Clear,46.9,41.0,0.0,0,,0.0,27.7,13.7,160.0,100.0,9.9,10.0,Overcast
5,UA,G7,4389,ORD,SYR,1323.0,-12.0,0,0,N,607,,,,0,,2022-02-11 10:45:00,2022-02-11 13:35:00,41.1,33.5,0.0,0,,0.0,25.0,14.3,242.0,97.5,9.9,10.0,Overcast,46.9,41.0,0.0,0,,0.0,27.7,13.7,160.0,100.0,9.9,10.0,Overcast
5,UA,UA,1094,ORD,SYR,2128.0,29.0,0,0,N,607,0.0,0.0,0.0,0,,2022-02-11 18:10:00,2022-02-11 20:59:00,35.3,24.2,0.0,0,,0.0,35.5,20.5,283.0,92.8,9.9,10.0,Overcast,49.6,41.8,0.001,100,rain,0.0,41.3,27.9,232.0,100.0,9.7,10.0,"Rain, Overcast"
5,UA,YX,3467,ORD,SYR,1614.0,-27.0,0,0,N,607,,,,0,,2022-02-11 13:45:00,2022-02-11 16:41:00,44.2,36.5,0.0,0,,0.0,28.4,17.8,265.0,90.3,9.9,10.0,Overcast,51.0,51.0,0.0,0,,0.0,30.4,17.8,180.0,100.0,9.9,10.0,Overcast
5,AA,OO,3253,ORD,SYR,1656.0,87.0,0,0,N,607,0.0,0.0,87.0,0,,2022-02-18 12:40:00,2022-02-18 15:29:00,22.7,7.5,0.0,0,,0.0,30.7,21.1,211.0,40.0,9.9,10.0,Partially cloudy,20.9,7.3,0.0,0,snow,0.02,31.0,15.1,290.0,100.0,1.3,10.0,Overcast
5,AA,OO,3294,ORD,SYR,2247.0,-18.0,0,0,N,607,,,,0,,2022-02-18 20:10:00,2022-02-18 23:05:00,28.8,14.7,0.0,0,,0.0,40.1,23.9,219.0,69.5,9.9,10.0,Partially cloudy,15.8,7.2,0.0,0,snow,0.02,7.2,5.7,129.0,0.4,9.9,10.0,Clear
5,AA,MQ,4134,ORD,SYR,1206.0,71.0,0,0,N,607,0.0,0.0,0.0,0,,2022-02-18 08:05:00,2022-02-18 10:55:00,10.0,0.1,0.0,0,snow,0.05,15.0,5.9,237.0,6.2,9.9,10.0,Clear,21.7,6.7,0.0,0,snow,0.02,25.0,19.3,301.0,100.0,2.0,10.0,Overcast
5,B6,B6,116,JFK,SYR,1110.0,29.0,0,0,N,209,0.0,16.0,6.0,0,,2022-02-18 09:24:00,2022-02-18 10:41:00,47.0,43.8,0.0,0,,0.0,34.5,6.6,283.0,98.6,9.9,10.0,Overcast,21.7,6.7,0.0,0,snow,0.02,25.0,19.3,301.0,100.0,2.0,10.0,Overcast
5,B6,B6,656,MCO,SYR,1403.0,3.0,0,0,N,1053,,,,0,,2022-02-18 11:15:00,2022-02-18 14:00:00,77.0,77.0,0.0,0,,0.0,15.0,12.7,228.0,100.0,9.9,10.0,Overcast,21.3,7.4,0.0,0,snow,0.02,20.8,16.0,290.0,89.5,2.4,10.0,Partially cloudy
5,DL,9E,5446,JFK,SYR,1354.0,9.0,0,0,N,209,,,,0,,2022-02-18 12:30:00,2022-02-18 13:45:00,44.6,40.9,0.009,100,rain,0.0,33.3,6.6,313.0,79.3,9.9,10.0,"Rain, Partially cloudy",21.3,7.4,0.0,0,snow,0.02,20.8,16.0,290.0,89.5,2.4,10.0,Partially cloudy
5,UA,G7,4389,ORD,SYR,1443.0,68.0,0,0,N,607,0.0,9.0,0.0,0,,2022-02-18 10:45:00,2022-02-18 13:35:00,18.9,4.2,0.0,0,,0.0,25.0,16.3,210.0,0.0,9.9,10.0,Clear,21.3,7.4,0.0,0,snow,0.02,20.8,16.0,290.0,89.5,2.4,10.0,Partially cloudy
5,UA,UA,1094,ORD,SYR,2054.0,-5.0,0,0,N,607,,,,0,,2022-02-18 18:10:00,2022-02-18 20:59:00,26.6,12.1,0.0,0,,0.0,37.0,22.7,219.0,81.7,9.9,10.0,Partially cloudy,16.8,7.5,0.0,0,snow,0.02,9.4,6.6,166.0,48.8,9.9,10.0,Partially cloudy
5,UA,YX,3467,ORD,SYR,1637.0,-4.0,0,0,N,607,,,,0,,2022-02-18 13:45:00,2022-02-18 16:41:00,23.9,9.3,0.0,0,,0.0,34.6,20.5,197.0,56.0,9.9,10.0,Partially cloudy,21.7,8.1,0.0,0,snow,0.02,20.4,15.7,280.0,89.5,8.5,10.0,Partially cloudy
5,AA,OO,3253,ORD,SYR,1702.0,93.0,0,0,N,607,93.0,0.0,0.0,0,,2022-02-25 12:40:00,2022-02-25 15:29:00,30.4,25.1,0.0,0,snow,0.31,6.7,5.1,342.0,89.0,9.9,10.0,Partially cloudy,20.4,4.6,0.0,0,snow,0.04,31.7,20.3,290.0,100.0,2.4,10.0,Overcast
5,AA,OO,3294,ORD,SYR,1.0,56.0,0,0,N,607,0.0,0.0,0.0,0,,2022-02-25 20:10:00,2022-02-25 23:05:00,24.2,15.5,0.0,0,snow,0.0,6.3,7.8,280.0,24.2,9.9,10.0,Partially cloudy,16.0,8.7,0.0,0,snow,0.04,4.5,4.6,139.0,100.0,8.4,10.0,Overcast
5,AA,MQ,4134,ORD,SYR,,,1,0,N,607,,,,0,,2022-02-25 08:05:00,2022-02-25 10:55:00,20.9,9.0,0.0,0,snow,0.07,17.0,11.6,327.0,38.9,9.9,10.0,Partially cloudy,23.0,11.9,0.037,100,"freezingrain,snow",0.04,9.2,11.1,80.0,100.0,0.6,10.0,"Snow, Freezing Drizzle/Freezing Rain, Overcast"
5,B6,B6,116,JFK,SYR,,,1,0,N,209,,,,0,,2022-02-25 09:24:00,2022-02-25 10:41:00,31.9,20.9,0.058,100,rain,0.01,24.2,16.8,41.0,100.0,1.9,10.0,"Rain, Overcast",23.0,11.9,0.037,100,"freezingrain,snow",0.04,9.2,11.1,80.0,100.0,0.6,10.0,"Snow, Freezing Drizzle/Freezing Rain, Overcast"
5,B6,B6,656,MCO,SYR,,,1,0,N,1053,,,,0,,2022-02-25 11:15:00,2022-02-25 14:00:00,80.7,82.8,0.0,0,,0.0,7.6,8.3,179.0,84.9,9.9,10.0,Partially cloudy,23.9,9.5,0.0,0,snow,0.04,29.1,19.6,291.0,100.0,7.8,10.0,Overcast
5,DL,9E,5446,JFK,SYR,1540.0,115.0,0,0,N,209,0.0,115.0,0.0,0,,2022-02-25 12:30:00,2022-02-25 13:45:00,35.7,33.1,0.0,0,rain,0.0,14.3,3.4,273.0,100.0,6.1,10.0,Overcast,23.9,9.5,0.0,0,snow,0.04,29.1,19.6,291.0,100.0,7.8,10.0,Overcast
5,UA,G7,4389,ORD,SYR,,,1,0,N,607,,,,0,,2022-02-25 10:45:00,2022-02-25 13:35:00,28.3,20.8,0.0,0,snow,0.39,6.9,7.4,11.0,38.9,9.9,10.0,Partially cloudy,23.9,9.5,0.0,0,snow,0.04,29.1,19.6,291.0,100.0,7.8,10.0,Overcast
5,UA,UA,1094,ORD,SYR,2059.0,0.0,0,0,N,607,,,,0,,2022-02-25 18:10:00,2022-02-25 20:59:00,28.0,22.7,0.0,0,,0.0,4.5,4.6,315.0,75.5,9.1,10.0,Partially cloudy,16.0,16.0,0.0,0,snow,0.04,7.8,0.1,359.0,100.0,8.8,10.0,Overcast
5,UA,YX,3467,ORD,SYR,,,1,0,N,607,,,,0,,2022-02-25 13:45:00,2022-02-25 16:41:00,29.6,23.0,0.0,0,snow,0.16,12.5,6.6,311.0,96.2,9.9,10.0,Overcast,19.0,7.5,0.0,0,snow,0.04,34.4,10.3,300.0,100.0,3.1,10.0,Overcast
6,AA,MQ,4134,ORD,SYR,1109.0,14.0,0,0,N,607,,,,0,,2022-02-05 08:05:00,2022-02-05 10:55:00,6.0,6.0,0.0,0,,0.0,8.9,0.8,334.0,44.0,9.9,10.0,Partially cloudy,15.0,1.1,0.0,0,,0.0,22.1,12.7,320.0,86.7,9.9,10.0,Partially cloudy
6,B6,B6,116,JFK,SYR,,,1,0,N,209,,,,0,,2022-02-05 09:25:00,2022-02-05 10:44:00,25.8,21.0,0.0,0,,0.0,27.7,4.0,303.0,26.5,9.9,10.0,Partially cloudy,15.0,1.1,0.0,0,,0.0,22.1,12.7,320.0,86.7,9.9,10.0,Partially cloudy
6,B6,B6,2516,JFK,SYR,23.0,68.0,0,0,N,209,0.0,15.0,22.0,0,,2022-02-05 21:59:00,2022-02-05 23:15:00,22.6,22.6,0.0,0,,0.0,17.4,0.5,360.0,0.0,9.9,10.0,Clear,-0.1,-7.4,0.0,0,,0.0,4.0,3.2,88.0,26.2,9.9,10.0,Partially cloudy
6,B6,B6,656,MCO,SYR,1852.0,-8.0,0,0,N,1053,,,,0,,2022-02-05 16:17:00,2022-02-05 19:00:00,58.8,58.8,0.0,0,,0.0,14.8,13.7,38.0,100.0,9.9,10.0,Overcast,9.8,9.8,0.0,0,,0.0,4.5,0.2,360.0,47.3,9.9,10.0,Partially cloudy
6,DL,9E,5446,JFK,SYR,1347.0,2.0,0,0,N,209,,,,0,,2022-02-05 12:30:00,2022-02-05 13:45:00,30.6,25.1,0.0,0,,0.0,24.4,5.3,305.0,82.4,9.9,10.0,Partially cloudy,16.0,0.5,0.0,0,,0.0,21.5,16.2,281.0,49.3,9.8,10.0,Partially cloudy
6,UA,OO,5429,ORD,SYR,1325.0,-12.0,0,0,N,607,,,,0,,2022-02-05 10:45:00,2022-02-05 13:37:00,15.6,4.4,0.0,0,,0.0,12.5,8.6,193.0,90.3,9.9,10.0,Overcast,16.0,0.5,0.0,0,,0.0,21.5,16.2,281.0,49.3,9.8,10.0,Partially cloudy
6,UA,G7,4576,ORD,SYR,1703.0,-18.0,0,0,N,607,,,,0,,2022-02-05 14:30:00,2022-02-05 17:21:00,19.0,5.5,0.0,0,,0.0,25.3,13.8,205.0,78.4,9.9,10.0,Partially cloudy,15.9,4.4,0.0,0,,0.0,13.4,9.2,281.0,47.3,9.9,10.0,Partially cloudy
6,UA,OO,5418,ORD,SYR,2037.0,-15.0,0,0,N,607,,,,0,,2022-02-05 17:55:00,2022-02-05 20:52:00,16.0,-0.2,0.0,0,,0.0,29.5,17.8,180.0,24.2,9.9,10.0,Partially cloudy,6.7,6.7,0.0,0,,0.0,4.5,0.0,0.0,26.2,9.9,10.0,Partially cloudy
6,WN,WN,3479,MCO,SYR,1514.0,29.0,0,0,N,1053,0.0,16.0,0.0,0,,2022-02-05 12:00:00,2022-02-05 14:45:00,61.2,61.2,0.0,0,,0.0,23.0,15.1,30.0,100.0,9.9,10.0,Overcast,17.8,2.0,0.0,0,,0.0,24.2,18.1,309.0,48.4,9.9,10.0,Partially cloudy
6,AA,OO,3294,ORD,SYR,2027.0,-15.0,0,0,N,607,,,,0,,2022-02-12 17:45:00,2022-02-12 20:42:00,17.6,5.3,0.0,0,,0.0,19.7,11.0,265.0,90.3,9.9,10.0,Overcast,24.0,14.3,0.0,0,,0.0,17.9,9.2,310.0,100.0,6.7,10.0,Overcast
6,UA,UA,1094,ORD,SYR,2147.0,48.0,0,0,N,607,0.0,0.0,9.0,0,,2022-02-12 18:10:00,2022-02-12 20:59:00,17.6,5.3,0.0,0,,0.0,19.7,11.0,265.0,90.3,9.9,10.0,Overcast,24.0,14.3,0.0,0,,0.0,17.9,9.2,310.0,100.0,6.7,10.0,Overcast
6,AA,MQ,4134,ORD,SYR,1036.0,-19.0,0,0,N,607,,,,0,,2022-02-12 08:05:00,2022-02-12 10:55:00,15.4,1.3,0.0,0,,0.0,21.9,12.9,348.0,24.2,9.9,10.0,Partially cloudy,40.8,29.8,0.005,100,rain,0.0,35.7,28.6,260.0,52.3,9.9,10.0,"Rain, Partially cloudy"
6,B6,B6,116,JFK,SYR,1056.0,12.0,0,0,N,209,,,,0,,2022-02-12 09:25:00,2022-02-12 10:44:00,49.1,46.6,0.0,0,rain,0.0,12.3,6.0,192.0,1.5,9.9,10.0,Clear,40.8,29.8,0.005,100,rain,0.0,35.7,28.6,260.0,52.3,9.9,10.0,"Rain, Partially cloudy"
6,B6,B6,2516,JFK,SYR,2307.0,-8.0,0,0,N,209,,,,0,,2022-02-12 21:59:00,2022-02-12 23:15:00,46.1,46.1,0.0,0,rain,0.0,15.7,0.6,354.0,53.1,9.9,10.0,Partially cloudy,20.9,10.6,0.0,0,,0.0,17.2,9.0,300.0,100.0,8.6,10.0,Overcast
6,B6,B6,656,MCO,SYR,1847.0,-13.0,0,0,N,1053,,,,0,,2022-02-12 16:17:00,2022-02-12 19:00:00,82.2,80.7,0.0,0,,0.0,10.1,4.8,268.0,10.0,9.9,3.0,Clear,25.9,14.8,0.0,0,,0.0,18.8,12.7,310.0,100.0,3.8,10.0,Overcast
6,DL,9E,5446,JFK,SYR,1419.0,34.0,0,0,N,209,0.0,0.0,0.0,0,,2022-02-12 12:30:00,2022-02-12 13:45:00,57.0,57.0,0.0,0,rain,0.0,24.8,14.7,270.0,0.8,9.9,10.0,Clear,34.8,23.2,0.0,0,,0.0,33.4,21.8,271.0,89.6,9.7,10.0,Partially cloudy
6,UA,G7,4389,ORD,SYR,1313.0,-22.0,0,0,N,607,,,,0,,2022-02-12 10:45:00,2022-02-12 13:35:00,19.2,9.0,0.0,0,,0.0,18.3,8.5,2.0,24.2,9.9,10.0,Partially cloudy,34.8,23.2,0.0,0,,0.0,33.4,21.8,271.0,89.6,9.7,10.0,Partially cloudy
6,UA,YX,3467,ORD,SYR,1638.0,-3.0,0,0,N,607,,,,0,,2022-02-12 13:45:00,2022-02-12 16:41:00,20.9,13.0,0.0,0,,0.0,10.3,6.0,341.0,64.8,9.9,10.0,Partially cloudy,28.9,18.5,0.0,0,,0.0,20.8,12.8,300.0,100.0,8.4,10.0,Overcast
6,WN,WN,3479,MCO,SYR,1420.0,-25.0,0,0,N,1053,,,,0,,2022-02-12 12:00:00,2022-02-12 14:45:00,78.3,78.3,0.0,0,,0.0,3.1,3.5,315.0,2.9,9.9,10.0,Clear,31.9,21.4,0.0,0,,0.0,27.7,15.0,290.0,89.6,9.7,10.0,Partially cloudy
6,AA,OO,3294,ORD,SYR,2046.0,4.0,0,0,N,607,,,,0,,2022-02-19 17:45:00,2022-02-19 20:42:00,19.1,7.3,0.0,0,,0.0,13.6,10.7,215.0,24.2,9.9,10.0,Partially cloudy,19.0,3.1,0.0,0,snow,0.02,29.9,19.7,300.0,89.6,6.1,10.0,Partially cloudy
6,UA,UA,1094,ORD,SYR,2111.0,12.0,0,0,N,607,,,,0,,2022-02-19 18:10:00,2022-02-19 20:59:00,19.1,7.3,0.0,0,,0.0,13.6,10.7,215.0,24.2,9.9,10.0,Partially cloudy,19.0,3.1,0.0,0,snow,0.02,29.9,19.7,300.0,89.6,6.1,10.0,Partially cloudy
6,AA,MQ,4134,ORD,SYR,1057.0,2.0,0,0,N,607,,,,0,,2022-02-19 08:05:00,2022-02-19 10:55:00,11.3,-4.6,0.0,0,,0.0,28.7,14.5,310.0,24.2,9.9,10.0,Partially cloudy,26.9,13.1,0.011,100,snow,0.02,32.9,20.9,288.0,99.6,1.2,10.0,"Snow, Overcast"
6,B6,B6,116,JFK,SYR,1112.0,24.0,0,0,N,209,24.0,0.0,0.0,0,,2022-02-19 09:30:00,2022-02-19 10:48:00,35.9,27.4,0.0,0,,0.0,24.2,12.8,210.0,0.8,9.9,10.0,Clear,26.9,13.1,0.011,100,snow,0.02,32.9,20.9,288.0,99.6,1.2,10.0,"Snow, Overcast"
6,B6,B6,656,MCO,SYR,1552.0,112.0,0,0,N,1053,0.0,88.0,24.0,0,,2022-02-19 11:15:00,2022-02-19 14:00:00,68.7,68.7,0.0,0,,0.0,7.4,7.1,12.0,100.0,9.9,10.0,Overcast,25.0,7.8,0.0,0,snow,0.02,39.8,30.9,241.0,100.0,9.6,10.0,Overcast
6,DL,9E,5446,JFK,SYR,1446.0,61.0,0,0,N,209,0.0,0.0,0.0,0,,2022-02-19 12:30:00,2022-02-19 13:45:00,38.0,29.4,0.0,0,,0.0,28.9,14.5,240.0,99.6,9.9,10.0,Overcast,25.0,7.8,0.0,0,snow,0.02,39.8,30.9,241.0,100.0,9.6,10.0,Overcast
6,UA,G7,4389,ORD,SYR,1810.0,275.0,0,0,N,607,0.0,1.0,250.0,0,,2022-02-19 10:45:00,2022-02-19 13:35:00,14.9,1.0,0.0,0,,0.0,18.3,12.5,290.0,24.2,9.9,10.0,Partially cloudy,25.0,7.8,0.0,0,snow,0.02,39.8,30.9,241.0,100.0,9.6,10.0,Overcast
6,UA,YX,3467,ORD,SYR,1626.0,-15.0,0,0,N,607,,,,0,,2022-02-19 13:45:00,2022-02-19 16:41:00,19.8,9.2,0.0,0,,0.0,8.9,9.2,284.0,24.2,9.9,10.0,Partially cloudy,20.9,3.7,0.0,0,snow,0.02,36.9,25.4,271.0,100.0,0.6,10.0,Overcast
6,WN,WN,3479,MCO,SYR,1435.0,-10.0,0,0,N,1053,,,,0,,2022-02-19 12:00:00,2022-02-19 14:45:00,68.0,68.0,0.0,0,,0.0,13.2,9.1,1.0,100.0,9.9,10.0,Overcast,24.9,8.8,0.0,0,snow,0.02,42.5,26.4,260.0,89.6,9.6,10.0,Partially cloudy
6,AA,OO,3294,ORD,SYR,2034.0,-8.0,0,0,N,607,,,,0,,2022-02-26 17:45:00,2022-02-26 20:42:00,30.6,21.0,0.0,0,,0.0,24.6,12.1,228.0,0.0,9.9,10.0,Clear,28.1,18.2,0.0,0,,0.0,16.3,11.3,220.0,100.0,9.9,10.0,Overcast
