DAY_OF_WEEK,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS,CRS_ELAPSED_TIME,SCH_DEP_TIME,SCH_ARR_TIME,ORGIN_WTH_temp,ORGIN_WTH_feelslike,ORGIN_WTH_precip,ORGIN_WTH_precipprob,ORGIN_WTH_preciptype,ORGIN_WTH_snow,ORGIN_WTH_windgust,ORGIN_WTH_windspeed,ORGIN_WTH_winddir,ORGIN_WTH_cloudcover,ORGIN_WTH_visibility,ORGIN_WTH_severerisk,ORGIN_WTH_conditions,DEST_WTH_temp,DEST_WTH_feelslike,DEST_WTH_precip,DEST_WTH_precipprob,DEST_WTH_preciptype,DEST_WTH_snow,DEST_WTH_windgust,DEST_WTH_windspeed,DEST_WTH_winddir,DEST_WTH_cloudcover,DEST_WTH_visibility,DEST_WTH_severerisk,DEST_WTH_conditions
4,DL,9E,5190,JFK,SYR,2203.0,-38.0,0,0,N,209,,,,0,91.0,2022-12-29 21:10:00,2022-12-29 22:41:00,48.6,45.2,0.0,0,,0.0,10.3,7.8,235.0,7.2,9.9,10.0,Clear,49.8,49.8,0.0,0,,0.0,12.8,0.2,10.0,100.0,9.9,10.0,Overcast
5,AA,MQ,3392,ORD,SYR,1913.0,-20.0,0,0,N,607,,,,0,108.0,2022-12-02 16:45:00,2022-12-02 19:33:00,52.2,52.2,0.0,0,,0.0,34.3,19.0,199.0,100.0,9.9,10.0,Overcast,42.9,37.6,0.0,0,,0.0,41.2,9.1,140.0,88.2,9.9,10.0,Partially cloudy
5,AA,MQ,3518,ORD,SYR,1537.0,-12.0,0,0,N,607,,,,0,112.0,2022-12-02 12:57:00,2022-12-02 15:49:00,46.7,39.2,0.0,0,,0.0,33.4,19.9,199.0,98.7,9.9,10.0,Overcast,42.1,35.3,0.0,0,,0.0,26.4,12.5,159.0,89.3,9.9,10.0,Partially cloudy
5,B6,B6,116,JFK,SYR,1449.0,3.0,0,0,N,209,,,,0,71.0,2022-12-02 13:35:00,2022-12-02 14:46:00,43.1,39.3,0.0,0,,0.0,13.9,6.1,180.0,7.2,9.9,10.0,Clear,42.0,35.7,0.0,0,,0.0,24.8,11.2,130.0,89.1,9.9,10.0,Partially cloudy
5,B6,B6,16,JFK,SYR,916.0,-4.0,0,0,N,209,,,,0,70.0,2022-12-02 08:10:00,2022-12-02 09:20:00,33.7,33.7,0.0,0,,0.0,3.6,0.0,0.0,7.2,9.9,10.0,Clear,30.8,23.5,0.0,0,,0.0,16.8,7.9,130.0,85.8,9.9,10.0,Partially cloudy
5,DL,9E,5202,JFK,SYR,910.0,-22.0,0,0,N,209,,,,0,87.0,2022-12-02 08:05:00,2022-12-02 09:32:00,33.7,33.7,0.0,0,,0.0,3.6,0.0,0.0,7.2,9.9,10.0,Clear,34.1,25.7,0.0,0,,0.0,18.3,11.3,130.0,67.4,9.9,10.0,Partially cloudy
5,B6,B6,2516,JFK,SYR,2341.0,1.0,0,0,N,209,,,,0,71.0,2022-12-02 22:29:00,2022-12-02 23:40:00,44.7,42.5,0.0,0,,0.0,16.6,4.3,200.0,23.8,9.9,10.0,Partially cloudy,43.9,37.2,0.0,0,,0.0,23.0,13.8,149.0,99.8,9.9,10.0,Overcast
5,DL,9E,5090,JFK,SYR,2330.0,-28.0,0,0,N,209,,,,0,88.0,2022-12-02 22:30:00,2022-12-02 23:58:00,44.7,42.5,0.0,0,,0.0,16.6,4.3,200.0,23.8,9.9,10.0,Partially cloudy,43.9,37.2,0.0,0,,0.0,23.0,13.8,149.0,99.8,9.9,10.0,Overcast
5,B6,B6,656,MCO,SYR,1747.0,-9.0,0,0,N,1053,,,,0,161.0,2022-12-02 15:15:00,2022-12-02 17:56:00,78.2,78.2,0.0,0,,0.0,16.8,13.2,98.0,28.2,9.9,10.0,Partially cloudy,42.1,35.3,0.0,0,,0.0,28.4,12.4,139.0,89.1,9.9,10.0,Partially cloudy
5,DL,9E,5114,JFK,SYR,1721.0,-19.0,0,0,N,209,,,,0,85.0,2022-12-02 16:15:00,2022-12-02 17:40:00,42.4,38.0,0.0,0,,0.0,11.9,7.0,190.0,13.4,9.9,10.0,Clear,42.1,35.3,0.0,0,,0.0,28.4,12.4,139.0,89.1,9.9,10.0,Partially cloudy
5,UA,UA,1998,ORD,SYR,2046.0,-18.0,0,0,N,607,,,,0,114.0,2022-12-02 18:10:00,2022-12-02 21:04:00,52.4,52.4,0.0,0,,0.0,37.7,19.5,207.0,100.0,9.9,10.0,Overcast,40.8,33.4,0.0,0,,0.0,41.6,13.4,100.0,99.3,8.8,10.0,Overcast
5,UA,OO,5271,ORD,SYR,1639.0,-10.0,0,0,N,607,,,,0,110.0,2022-12-02 13:59:00,2022-12-02 16:49:00,48.0,41.8,0.0,0,,0.0,29.7,16.2,189.0,92.8,9.9,10.0,Overcast,40.9,36.3,0.0,0,,0.0,24.6,6.9,130.0,88.6,9.9,10.0,Partially cloudy
5,AA,MQ,3392,ORD,SYR,2002.0,29.0,0,0,N,607,15.0,8.0,6.0,0,108.0,2022-12-09 16:45:00,2022-12-09 19:33:00,37.1,29.3,0.0,0,,0.0,21.9,11.8,87.0,100.0,5.5,10.0,Overcast,26.9,26.9,0.0,0,,0.0,4.7,0.3,2.0,0.0,9.9,10.0,Clear
5,AA,MQ,3518,ORD,SYR,1616.0,27.0,0,0,N,607,0.0,0.0,27.0,0,112.0,2022-12-09 12:57:00,2022-12-09 15:49:00,36.2,28.4,0.01,100,rain,0.0,19.7,11.2,89.0,100.0,2.2,10.0,"Rain, Overcast",34.0,34.0,0.0,0,,0.0,5.8,0.4,360.0,51.2,9.9,10.0,Partially cloudy
5,B6,B6,116,JFK,SYR,1518.0,32.0,0,0,N,209,0.0,0.0,0.0,0,71.0,2022-12-09 13:35:00,2022-12-09 14:46:00,45.0,41.0,0.0,0,,0.0,17.2,7.3,10.0,0.0,9.9,10.0,Clear,35.0,35.0,0.0,0,,0.0,5.8,0.5,1.0,86.6,9.9,10.0,Partially cloudy
5,B6,B6,16,JFK,SYR,931.0,11.0,0,0,N,209,,,,0,70.0,2022-12-09 08:10:00,2022-12-09 09:20:00,36.0,28.6,0.0,0,,0.0,17.2,10.1,42.0,7.2,9.9,10.0,Clear,32.0,27.4,0.0,0,,0.0,5.8,4.7,340.0,99.8,9.9,10.0,Overcast
5,DL,9E,5202,JFK,SYR,925.0,-7.0,0,0,N,209,,,,0,87.0,2022-12-09 08:05:00,2022-12-09 09:32:00,36.0,28.6,0.0,0,,0.0,17.2,10.1,42.0,7.2,9.9,10.0,Clear,33.2,27.7,0.0,0,,0.0,5.8,5.9,341.0,100.0,9.9,10.0,Overcast
5,B6,B6,2516,JFK,SYR,15.0,35.0,0,0,N,209,0.0,0.0,0.0,0,71.0,2022-12-09 22:29:00,2022-12-09 23:40:00,37.1,32.9,0.0,0,,0.0,16.1,5.2,20.0,0.0,9.9,10.0,Clear,23.0,18.7,0.0,0,,0.0,3.4,3.3,265.0,0.0,9.9,10.0,Clear
5,DL,9E,5090,JFK,SYR,2331.0,-27.0,0,0,N,209,,,,0,88.0,2022-12-09 22:30:00,2022-12-09 23:58:00,37.1,32.9,0.0,0,,0.0,16.1,5.2,20.0,0.0,9.9,10.0,Clear,23.0,18.7,0.0,0,,0.0,3.4,3.3,265.0,0.0,9.9,10.0,Clear
5,B6,B6,656,MCO,SYR,1759.0,3.0,0,0,N,1053,,,,0,161.0,2022-12-09 15:15:00,2022-12-09 17:56:00,81.9,82.6,0.0,0,,0.0,8.1,5.5,349.0,49.2,9.9,10.0,Partially cloudy,29.0,22.7,0.0,0,,0.0,6.9,5.9,322.0,0.0,9.9,10.0,Clear
5,DL,9E,5114,JFK,SYR,1717.0,-23.0,0,0,N,209,,,,0,85.0,2022-12-09 16:15:00,2022-12-09 17:40:00,44.1,39.7,0.0,0,,0.0,17.2,7.7,360.0,0.0,9.9,10.0,Clear,29.0,22.7,0.0,0,,0.0,6.9,5.9,322.0,0.0,9.9,10.0,Clear
5,UA,UA,1998,ORD,SYR,2051.0,-13.0,0,0,N,607,,,,0,114.0,2022-12-09 18:10:00,2022-12-09 21:04:00,37.3,29.4,0.0,0,,0.0,20.8,12.2,89.0,100.0,5.7,10.0,Overcast,25.1,20.9,0.0,0,,0.0,4.7,3.4,276.0,0.0,9.9,10.0,Clear
5,UA,OO,5271,ORD,SYR,1643.0,-6.0,0,0,N,607,,,,0,110.0,2022-12-09 13:59:00,2022-12-09 16:49:00,37.1,29.6,0.001,100,rain,0.0,22.5,11.1,87.0,100.0,1.2,10.0,"Rain, Overcast",29.9,23.0,0.0,0,,0.0,6.9,6.9,321.0,26.2,9.9,10.0,Partially cloudy
5,AA,MQ,3392,ORD,SYR,2140.0,81.0,0,0,N,607,16.0,13.0,52.0,0,106.0,2022-12-16 17:33:00,2022-12-16 20:19:00,28.2,16.5,0.0,0,snow,0.31,29.7,15.8,230.0,100.0,9.3,10.0,Overcast,34.0,31.3,0.006,100,"rain,snow",0.0,3.4,3.3,231.0,100.0,3.1,10.0,"Snow, Rain, Overcast"
5,UA,UA,1998,ORD,SYR,2205.0,58.0,0,0,N,607,0.0,17.0,16.0,0,113.0,2022-12-16 18:14:00,2022-12-16 21:07:00,28.2,16.5,0.0,0,snow,0.31,29.7,15.8,230.0,100.0,9.3,10.0,Overcast,35.0,30.9,0.019,100,"rain,snow",0.0,5.8,4.7,240.0,100.0,5.0,10.0,"Snow, Rain, Overcast"
5,AA,MQ,3518,ORD,SYR,1650.0,48.0,0,0,N,607,31.0,0.0,17.0,0,117.0,2022-12-16 13:05:00,2022-12-16 16:02:00,29.3,19.1,0.0,0,,0.0,21.2,12.8,234.0,97.5,2.7,10.0,Overcast,35.0,30.9,0.0,0,,0.0,5.8,4.7,100.0,100.0,9.9,10.0,Overcast
5,UA,ZW,3819,ORD,SYR,1647.0,20.0,0,0,N,607,0.0,20.0,0.0,0,117.0,2022-12-16 13:30:00,2022-12-16 16:27:00,28.8,17.9,0.0,0,,0.0,24.6,14.0,243.0,100.0,2.4,10.0,Overcast,35.0,30.9,0.0,0,,0.0,5.8,4.7,100.0,100.0,9.9,10.0,Overcast
5,B6,B6,116,JFK,SYR,1447.0,6.0,0,0,N,209,,,,0,71.0,2022-12-16 13:30:00,2022-12-16 14:41:00,42.7,38.8,0.063,100,rain,0.0,32.2,6.2,340.0,100.0,1.6,10.0,"Rain, Overcast",35.1,28.5,0.0,0,,0.0,8.1,8.1,82.0,100.0,9.9,10.0,Overcast
5,B6,B6,16,JFK,SYR,950.0,30.0,0,0,N,209,0.0,30.0,0.0,0,70.0,2022-12-16 08:10:00,2022-12-16 09:20:00,44.3,36.3,0.053,100,rain,0.0,33.0,19.2,58.0,100.0,3.3,10.0,"Rain, Overcast",34.0,31.1,0.067,100,"rain,snow",1.1,5.8,3.4,40.0,100.0,3.9,10.0,"Snow, Rain, Overcast"
5,DL,9E,5202,JFK,SYR,1001.0,29.0,0,0,N,209,0.0,29.0,0.0,0,87.0,2022-12-16 08:05:00,2022-12-16 09:32:00,44.3,36.3,0.053,100,rain,0.0,33.0,19.2,58.0,100.0,3.3,10.0,"Rain, Overcast",34.1,27.4,0.069,100,"rain,snow",0.31,6.9,7.9,58.0,100.0,6.2,10.0,"Snow, Rain, Overcast"
5,B6,B6,2516,JFK,SYR,117.0,97.0,0,0,N,209,0.0,0.0,67.0,0,71.0,2022-12-16 22:29:00,2022-12-16 23:40:00,38.9,32.8,0.009,100,rain,0.0,21.9,9.0,278.0,100.0,5.8,10.0,"Rain, Overcast",36.0,29.1,0.0,0,,0.0,12.8,9.1,250.0,100.0,6.8,10.0,Overcast
5,DL,9E,5090,JFK,SYR,2333.0,-25.0,0,0,N,209,,,,0,88.0,2022-12-16 22:30:00,2022-12-16 23:58:00,38.9,32.8,0.009,100,rain,0.0,21.9,9.0,278.0,100.0,5.8,10.0,"Rain, Overcast",36.0,29.1,0.0,0,,0.0,12.8,9.1,250.0,100.0,6.8,10.0,Overcast
5,B6,B6,656,MCO,SYR,1857.0,2.0,0,0,N,1053,,,,0,161.0,2022-12-16 16:14:00,2022-12-16 18:55:00,66.1,66.1,0.0,0,,0.0,5.8,3.5,322.0,88.8,9.9,10.0,Partially cloudy,34.0,31.3,0.012,100,"rain,snow",0.31,3.4,3.2,159.0,100.0,2.5,10.0,"Snow, Rain, Overcast"
5,DL,9E,5114,JFK,SYR,1753.0,13.0,0,0,N,209,,,,0,85.0,2022-12-16 16:15:00,2022-12-16 17:40:00,39.5,31.6,0.012,100,rain,0.0,19.7,13.6,303.0,100.0,2.9,10.0,"Rain, Overcast",35.0,35.0,0.0,0,,0.0,3.4,0.0,0.0,100.0,4.9,10.0,Overcast
5,AA,MQ,3392,ORD,SYR,28.0,249.0,0,0,N,607,111.0,36.0,102.0,0,106.0,2022-12-23 17:33:00,2022-12-23 20:19:00,-1.1,-24.6,0.0,0,,0.0,41.1,22.6,279.0,100.0,3.3,10.0,Overcast,7.1,-13.9,0.0,0,snow,0.07,32.3,23.0,220.0,100.0,1.2,10.0,Overcast
5,UA,UA,1998,ORD,SYR,1333.0,986.0,0,0,N,607,985.0,1.0,0.0,0,113.0,2022-12-23 18:14:00,2022-12-23 21:07:00,-1.1,-24.6,0.0,0,,0.0,41.1,22.6,279.0,100.0,3.3,10.0,Overcast,7.1,-13.9,0.0,0,snow,0.07,33.9,22.8,211.0,100.0,1.2,10.0,Overcast
5,AA,MQ,3518,ORD,SYR,,,1,0,N,607,,,,0,117.0,2022-12-23 13:05:00,2022-12-23 16:02:00,-1.9,-27.4,0.0,0,,0.0,44.5,27.1,271.0,100.0,2.4,10.0,Overcast,15.2,-4.6,0.0,0,snow,0.07,38.6,27.4,250.0,100.0,1.2,10.0,Overcast
5,UA,ZW,3819,ORD,SYR,,,1,0,N,607,,,,0,117.0,2022-12-23 13:30:00,2022-12-23 16:27:00,-1.9,-27.9,0.0,0,,0.0,44.3,28.6,268.0,100.0,2.0,10.0,Overcast,15.2,-4.6,0.0,0,snow,0.07,38.6,27.4,250.0,100.0,1.2,10.0,Overcast
5,B6,B6,116,JFK,SYR,1552.0,71.0,0,0,N,209,0.0,0.0,32.0,0,71.0,2022-12-23 13:30:00,2022-12-23 14:41:00,37.6,28.5,0.01,100,snow,0.0,33.6,15.7,238.0,100.0,8.4,10.0,"Snow, Overcast",18.0,0.2,0.0,0,snow,0.07,41.7,24.0,241.0,100.0,0.6,10.0,Overcast
5,B6,B6,16,JFK,SYR,956.0,36.0,0,0,N,209,0.0,0.0,0.0,0,70.0,2022-12-23 08:10:00,2022-12-23 09:20:00,50.3,50.3,0.0,0,rain,0.0,22.7,10.2,169.0,100.0,5.6,10.0,Overcast,38.9,35.4,0.0,0,rain,0.19,18.3,4.8,90.0,100.0,6.3,10.0,Overcast
5,B6,B6,2516,JFK,SYR,157.0,137.0,0,0,N,209,0.0,0.0,116.0,0,71.0,2022-12-23 22:29:00,2022-12-23 23:40:00,10.1,-8.1,0.0,0,,0.0,31.8,18.6,279.0,88.8,9.9,10.0,Partially cloudy,7.1,-12.5,0.011,100,snow,0.07,32.3,19.5,220.0,100.0,1.3,10.0,"Snow, Overcast"
5,DL,9E,5090,JFK,SYR,138.0,100.0,0,0,N,209,0.0,29.0,0.0,0,88.0,2022-12-23 22:30:00,2022-12-23 23:58:00,10.1,-8.1,0.0,0,,0.0,31.8,18.6,279.0,88.8,9.9,10.0,Partially cloudy,7.1,-12.5,0.011,100,snow,0.07,32.3,19.5,220.0,100.0,1.3,10.0,"Snow, Overcast"
5,B6,B6,656,MCO,SYR,1848.0,-7.0,0,0,N,1053,,,,0,161.0,2022-12-23 16:14:00,2022-12-23 18:55:00,66.0,66.0,0.0,0,,0.0,17.2,15.6,290.0,2.9,9.9,10.0,Clear,8.9,-11.5,0.0,0,snow,0.07,35.9,23.0,230.0,100.0,0.6,10.0,Overcast
5,DL,9E,5114,JFK,SYR,,,1,0,N,209,,,,0,88.0,2022-12-23 16:20:00,2022-12-23 17:48:00,25.6,9.9,0.0,0,,0.0,41.3,25.6,248.0,97.0,9.9,10.0,Overcast,10.1,-10.6,0.0,0,snow,0.07,38.0,25.1,240.0,100.0,1.2,10.0,Overcast
5,DL,9E,5202,JFK,SYR,1132.0,18.0,0,0,N,209,0.0,18.0,0.0,0,84.0,2022-12-23 09:50:00,2022-12-23 11:14:00,47.7,43.9,0.0,0,rain,0.0,34.6,8.0,180.0,100.0,8.9,10.0,Overcast,43.0,37.7,0.039,100,rain,0.0,27.5,9.1,199.0,100.0,8.1,10.0,"Rain, Overcast"
5,AA,MQ,3392,ORD,SYR,2007.0,-12.0,0,0,N,607,,,,0,106.0,2022-12-30 17:33:00,2022-12-30 20:19:00,37.0,32.5,0.0,0,,0.0,6.9,5.5,276.0,93.3,9.1,10.0,Overcast,56.6,56.6,0.0,0,,0.0,13.9,10.1,187.0,50.7,9.9,10.0,Partially cloudy
5,UA,UA,1998,ORD,SYR,2056.0,-11.0,0,0,N,607,,,,0,113.0,2022-12-30 18:14:00,2022-12-30 21:07:00,37.0,32.5,0.0,0,,0.0,6.9,5.5,276.0,93.3,9.1,10.0,Overcast,57.5,57.5,0.0,0,,0.0,13.9,10.1,178.0,50.8,9.9,10.0,Partially cloudy
5,AA,MQ,3518,ORD,SYR,1613.0,11.0,0,0,N,607,,,,0,117.0,2022-12-30 13:05:00,2022-12-30 16:02:00,38.7,32.8,0.0,0,,0.0,10.3,8.5,246.0,94.0,7.4,10.0,Overcast,59.9,59.9,0.0,0,,0.0,15.0,7.9,197.0,89.4,9.9,10.0,Partially cloudy
5,UA,ZW,3819,ORD,SYR,1625.0,-2.0,0,0,N,607,,,,0,117.0,2022-12-30 13:30:00,2022-12-30 16:27:00,38.7,33.3,0.0,0,,0.0,8.1,7.5,274.0,88.1,9.8,10.0,Partially cloudy,59.9,59.9,0.0,0,,0.0,15.0,7.9,197.0,89.4,9.9,10.0,Partially cloudy
5,B6,B6,116,JFK,SYR,1439.0,-9.0,0,0,N,209,,,,0,73.0,2022-12-30 13:35:00,2022-12-30 14:48:00,60.8,60.8,0.0,0,,0.0,11.4,5.2,190.0,13.4,9.9,10.0,Clear,62.6,62.6,0.0,0,,0.0,18.3,9.0,198.0,89.4,9.9,10.0,Partially cloudy
5,B6,B6,2516,JFK,SYR,2335.0,-6.0,0,0,N,209,,,,0,71.0,2022-12-30 22:30:00,2022-12-30 23:41:00,51.9,51.9,0.0,0,,0.0,11.4,2.5,295.0,23.8,9.9,10.0,Partially cloudy,52.0,52.0,0.0,0,,0.0,11.4,3.3,139.0,100.0,9.9,10.0,Overcast
5,B6,B6,656,MCO,SYR,1923.0,55.0,0,0,N,1053,0.0,0.0,20.0,0,163.0,2022-12-30 15:45:00,2022-12-30 18:28:00,79.0,79.0,0.0,0,,0.0,8.1,8.3,109.0,33.6,9.9,10.0,Partially cloudy,56.6,56.6,0.0,0,,0.0,16.1,9.0,197.0,48.7,9.9,10.0,Partially cloudy
5,DL,9E,5190,JFK,SYR,2215.0,-26.0,0,0,N,209,,,,0,91.0,2022-12-30 21:10:00,2022-12-30 22:41:00,49.2,48.4,0.0,0,,0.0,11.4,3.4,56.0,23.8,9.0,10.0,Partially cloudy,55.8,55.8,0.0,0,,0.0,13.9,4.7,90.0,94.9,9.9,10.0,Overcast
6,AA,MQ,3518,ORD,SYR,1546.0,-16.0,0,0,N,607,,,,0,114.0,2022-12-03 13:08:00,2022-12-03 16:02:00,30.6,20.0,0.0,0,,0.0,21.9,14.5,271.0,0.0,9.9,10.0,Clear,44.9,36.9,0.0,0,,0.0,33.7,19.8,280.0,89.3,9.9,10.0,Partially cloudy
6,AA,YX,4337,ORD,SYR,1917.0,-19.0,0,0,N,607,,,,0,111.0,2022-12-03 16:45:00,2022-12-03 19:36:00,28.7,19.9,0.0,0,,0.0,16.6,9.6,283.0,24.2,9.9,10.0,Partially cloudy,38.9,28.9,0.0,0,,0.0,36.8,20.7,290.0,100.0,9.9,10.0,Overcast
6,B6,B6,116,JFK,SYR,1440.0,-6.0,0,0,N,209,,,,0,71.0,2022-12-03 13:35:00,2022-12-03 14:46:00,56.3,56.3,0.033,100,rain,0.0,24.2,8.0,210.0,100.0,8.3,10.0,"Rain, Overcast",46.1,38.0,0.001,100,rain,0.0,42.0,22.1,280.0,89.1,9.9,10.0,"Rain, Partially cloudy"
6,B6,B6,16,JFK,SYR,911.0,-9.0,0,0,N,209,,,,0,70.0,2022-12-03 08:10:00,2022-12-03 09:20:00,52.8,52.8,0.035,100,rain,0.0,15.4,4.6,190.0,100.0,5.0,10.0,"Rain, Overcast",47.8,41.5,0.001,100,rain,0.0,24.2,16.0,198.0,89.4,9.9,10.0,"Rain, Partially cloudy"
6,B6,B6,2516,JFK,SYR,2340.0,0.0,0,0,N,209,,,,0,71.0,2022-12-03 22:29:00,2022-12-03 23:40:00,47.3,42.4,0.0,0,,0.0,22.9,10.8,300.0,7.2,9.9,10.0,Clear,37.1,29.2,0.0,0,,0.0,30.0,11.7,281.0,100.0,9.9,10.0,Overcast
6,DL,9E,5090,JFK,SYR,2338.0,-20.0,0,0,N,209,,,,0,88.0,2022-12-03 22:30:00,2022-12-03 23:58:00,47.3,42.4,0.0,0,,0.0,22.9,10.8,300.0,7.2,9.9,10.0,Clear,37.1,29.2,0.0,0,,0.0,30.0,11.7,281.0,100.0,9.9,10.0,Overcast
6,B6,B6,656,MCO,SYR,1800.0,4.0,0,0,N,1053,,,,0,161.0,2022-12-03 15:15:00,2022-12-03 17:56:00,79.4,79.4,0.0,0,,0.0,9.4,7.0,76.0,53.9,9.9,10.0,Partially cloudy,40.9,33.3,0.0,0,,0.0,29.0,14.1,280.0,100.0,9.9,10.0,Overcast
6,DL,9E,5114,JFK,SYR,1729.0,-11.0,0,0,N,209,,,,0,85.0,2022-12-03 16:15:00,2022-12-03 17:40:00,57.8,57.8,0.0,0,,0.0,26.2,11.5,237.0,97.0,9.9,10.0,Overcast,40.9,33.3,0.0,0,,0.0,29.0,14.1,280.0,100.0,9.9,10.0,Overcast
6,DL,9E,5202,JFK,SYR,1108.0,-6.0,0,0,N,209,,,,0,84.0,2022-12-03 09:50:00,2022-12-03 11:14:00,55.4,55.4,0.039,100,rain,0.0,28.9,16.1,190.0,100.0,4.6,10.0,"Rain, Overcast",51.0,51.0,0.0,0,,0.0,31.7,21.5,189.0,89.4,9.9,10.0,Partially cloudy
6,UA,UA,1998,ORD,SYR,2234.0,-5.0,0,0,N,607,,,,0,112.0,2022-12-03 19:47:00,2022-12-03 22:39:00,24.8,15.0,0.0,0,,0.0,21.3,9.6,274.0,0.0,9.9,10.0,Clear,38.0,29.9,0.0,0,,0.0,28.7,13.0,281.0,100.0,9.9,10.0,Overcast
6,UA,OO,5271,ORD,SYR,1625.0,-24.0,0,0,N,607,,,,0,110.0,2022-12-03 13:59:00,2022-12-03 16:49:00,32.0,21.8,0.0,0,,0.0,22.6,14.3,293.0,18.0,9.9,10.0,Clear,43.9,35.4,0.0,0,,0.0,33.4,20.9,280.0,100.0,9.9,10.0,Overcast
6,WN,WN,1149,MCO,SYR,1411.0,6.0,0,0,N,1053,,,,0,160.0,2022-12-03 11:25:00,2022-12-03 14:05:00,79.0,79.0,0.0,0,,0.0,8.7,5.8,90.0,33.6,9.9,10.0,Partially cloudy,51.9,51.9,0.052,100,rain,0.0,35.6,22.0,231.0,99.8,8.6,10.0,"Rain, Overcast"
6,AA,MQ,3518,ORD,SYR,1609.0,7.0,0,0,N,607,,,,0,114.0,2022-12-10 13:08:00,2022-12-10 16:02:00,38.3,35.0,0.0,0,,0.0,9.2,4.4,127.0,100.0,5.6,10.0,Overcast,34.0,27.9,0.0,0,,0.0,6.9,6.9,60.0,86.0,9.9,10.0,Partially cloudy
6,AA,YX,4337,ORD,SYR,1914.0,-22.0,0,0,N,607,,,,0,111.0,2022-12-10 16:45:00,2022-12-10 19:36:00,38.9,36.2,0.0,0,,0.0,4.7,3.8,157.0,100.0,6.4,10.0,Overcast,29.0,22.0,0.0,0,,0.0,10.3,6.8,71.0,86.0,9.9,10.0,Partially cloudy
6,B6,B6,116,JFK,SYR,1441.0,-5.0,0,0,N,209,,,,0,71.0,2022-12-10 13:35:00,2022-12-10 14:46:00,38.7,32.9,0.0,0,,0.0,15.0,8.1,50.0,97.0,9.9,10.0,Overcast,37.0,31.6,0.0,0,,0.0,8.1,7.0,50.0,48.3,9.9,10.0,Partially cloudy
6,B6,B6,16,JFK,SYR,942.0,22.0,0,0,N,209,0.0,11.0,0.0,0,70.0,2022-12-10 08:10:00,2022-12-10 09:20:00,32.0,23.6,0.0,0,,0.0,16.1,10.3,35.0,0.0,9.9,10.0,Clear,24.2,18.3,0.0,0,,0.0,6.9,4.7,98.0,26.7,9.9,10.0,Partially cloudy
6,B6,B6,2516,JFK,SYR,16.0,36.0,0,0,N,209,0.0,1.0,20.0,0,71.0,2022-12-10 22:29:00,2022-12-10 23:40:00,38.0,31.5,0.0,0,,0.0,15.0,9.3,73.0,100.0,9.9,10.0,Overcast,29.9,19.9,0.0,0,,0.0,12.8,12.6,81.0,98.5,9.9,10.0,Overcast
6,DL,9E,5090,JFK,SYR,2.0,4.0,0,0,N,209,,,,0,88.0,2022-12-10 22:30:00,2022-12-10 23:58:00,38.0,31.5,0.0,0,,0.0,15.0,9.3,73.0,100.0,9.9,10.0,Overcast,29.9,19.9,0.0,0,,0.0,12.8,12.6,81.0,98.5,9.9,10.0,Overcast
6,B6,B6,656,MCO,SYR,1821.0,25.0,0,0,N,1053,0.0,0.0,0.0,0,161.0,2022-12-10 15:15:00,2022-12-10 17:56:00,79.9,79.9,0.0,0,,0.0,8.1,5.7,20.0,27.1,9.9,10.0,Partially cloudy,29.9,23.0,0.0,0,,0.0,9.2,6.9,79.0,86.0,9.9,10.0,Partially cloudy
6,DL,9E,5114,JFK,SYR,1727.0,-13.0,0,0,N,209,,,,0,85.0,2022-12-10 16:15:00,2022-12-10 17:40:00,38.9,33.4,0.0,0,,0.0,13.9,7.8,65.0,97.0,9.9,10.0,Overcast,29.9,23.0,0.0,0,,0.0,9.2,6.9,79.0,86.0,9.9,10.0,Partially cloudy
6,DL,9E,5202,JFK,SYR,1048.0,-26.0,0,0,N,209,,,,0,84.0,2022-12-10 09:50:00,2022-12-10 11:14:00,36.0,27.9,0.0,0,,0.0,18.3,11.6,50.0,7.2,9.9,10.0,Clear,30.8,24.9,0.0,0,,0.0,6.9,5.8,51.0,26.7,9.9,10.0,Partially cloudy
6,UA,UA,1998,ORD,SYR,2225.0,-14.0,0,0,N,607,,,,0,112.0,2022-12-10 19:47:00,2022-12-10 22:39:00,38.9,36.1,0.0,0,,0.0,4.7,4.0,233.0,100.0,4.3,10.0,Overcast,29.9,20.9,0.0,0,,0.0,12.8,10.2,90.0,86.0,9.9,10.0,Partially cloudy
6,UA,OO,5271,ORD,SYR,1642.0,-7.0,0,0,N,607,,,,0,110.0,2022-12-10 13:59:00,2022-12-10 16:49:00,38.9,35.6,0.0,0,,0.0,8.1,4.5,125.0,100.0,6.7,10.0,Overcast,30.7,25.9,0.0,0,,0.0,8.1,4.7,70.0,86.0,9.9,10.0,Partially cloudy
6,WN,WN,1149,MCO,SYR,1415.0,10.0,0,0,N,1053,,,,0,160.0,2022-12-10 11:25:00,2022-12-10 14:05:00,72.0,72.0,0.0,0,,0.0,6.9,4.5,311.0,0.6,9.9,10.0,Clear,37.1,32.5,0.0,0,,0.0,6.9,5.8,32.0,27.2,9.9,10.0,Partially cloudy
