MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS
2,6,2/12/22 0:00,WN,WN,3479,MCO,SYR,1200,1445,1420,-25,0,0,N,1053,,,,0
2,6,2/19/22 0:00,AA,OO,3294,ORD,SYR,1745,2042,2046,4,0,0,N,607,,,,0
2,6,2/19/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1057,2,0,0,N,607,,,,0
2,6,2/19/22 0:00,B6,B6,116,JFK,SYR,930,1048,1112,24,0,0,N,209,24,0,0,0
2,6,2/19/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1552,112,0,0,N,1053,0,88,24,0
2,6,2/19/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1446,61,0,0,N,209,0,0,0,0
2,6,2/19/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2111,12,0,0,N,607,,,,0
2,6,2/19/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1626,-15,0,0,N,607,,,,0
2,6,2/19/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1810,275,0,0,N,607,0,1,250,0
2,6,2/19/22 0:00,WN,WN,3479,MCO,SYR,1200,1445,1435,-10,0,0,N,1053,,,,0
2,6,2/26/22 0:00,AA,OO,3294,ORD,SYR,1745,2042,2034,-8,0,0,N,607,,,,0
2,6,2/26/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1048,-7,0,0,N,607,,,,0
2,6,2/26/22 0:00,B6,B6,116,JFK,SYR,930,1048,1119,31,0,0,N,209,0,0,24,0
2,6,2/26/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1504,64,0,0,N,1053,0,22,0,0
2,6,2/26/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1330,-15,0,0,N,209,,,,0
2,6,2/26/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2050,-9,0,0,N,607,,,,0
2,6,2/26/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1633,-8,0,0,N,607,,,,0
2,6,2/26/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1317,-18,0,0,N,607,,,,0
2,6,2/26/22 0:00,WN,WN,3479,MCO,SYR,1200,1445,1511,26,0,0,N,1053,0,26,0,0
2,7,2/6/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1030,-25,0,0,N,607,,,,0
2,7,2/6/22 0:00,B6,B6,116,JFK,SYR,925,1044,1342,178,0,0,N,209,0,0,143,0
2,7,2/6/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2351,36,0,0,N,209,0,0,3,0
2,7,2/6/22 0:00,B6,B6,656,MCO,SYR,1617,1900,2139,159,0,0,N,1053,0,0,76,0
2,7,2/6/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1331,-14,0,0,N,209,,,,0
2,7,2/6/22 0:00,UA,G7,4576,ORD,SYR,1430,1720,1654,-26,0,0,N,607,,,,0
2,7,2/6/22 0:00,UA,OO,5418,ORD,SYR,1755,2052,2051,-1,0,0,N,607,,,,0
2,7,2/6/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1331,-6,0,0,N,607,,,,0
2,7,2/13/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1103,8,0,0,N,607,,,,0
2,7,2/13/22 0:00,B6,B6,116,JFK,SYR,925,1044,1244,120,0,0,N,209,0,68,9,0
2,7,2/13/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,320,245,0,0,N,209,0,0,51,0
2,7,2/13/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1839,-21,0,0,N,1053,,,,0
2,7,2/13/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1542,117,0,0,N,209,39,78,0,0
2,7,2/13/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2052,-7,0,0,N,607,,,,0
2,7,2/13/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1625,-16,0,0,N,607,,,,0
2,7,2/13/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1320,-15,0,0,N,607,,,,0
2,7,2/20/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1510,-19,0,0,N,607,,,,0
2,7,2/20/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2325,20,0,0,N,607,0,0,0,0
2,7,2/20/22 0:00,B6,B6,116,JFK,SYR,924,1041,1028,-13,0,0,N,209,,,,0
2,7,2/20/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1556,116,0,0,N,1053,0,1,97,0
2,7,2/20/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1333,-12,0,0,N,209,,,,0
2,7,2/20/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2147,48,0,0,N,607,0,0,48,0
2,7,2/20/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1630,-11,0,0,N,607,,,,0
2,7,2/20/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1333,-2,0,0,N,607,,,,0
2,7,2/27/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1534,5,0,0,N,607,,,,0
2,7,2/27/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2253,-12,0,0,N,607,,,,0
2,7,2/27/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1058,3,0,0,N,607,,,,0
2,7,2/27/22 0:00,B6,B6,116,JFK,SYR,924,1041,1652,371,0,0,N,209,0,0,0,0
2,7,2/27/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1348,-12,0,0,N,1053,,,,0
2,7,2/27/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1339,-6,0,0,N,209,,,,0
2,7,2/27/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2101,2,0,0,N,607,,,,0
2,7,2/27/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1634,-7,0,0,N,607,,,,0
2,7,2/27/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1344,9,0,0,N,607,,,,0
3,1,3/7/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1045,-10,0,0,N,607,,,,0
3,1,3/7/22 0:00,B6,B6,116,JFK,SYR,924,1045,1023,-22,0,0,N,209,,,,0
3,1,3/7/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1352,-6,0,0,N,1053,,,,0
3,1,3/7/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1627,7,0,0,N,209,,,,0
3,1,3/7/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1328,-13,0,0,N,209,,,,0
3,1,3/7/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2054,-4,0,0,N,607,,,,0
3,1,3/7/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1411,32,0,0,N,607,0,25,4,0
3,1,3/7/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1632,-10,0,0,N,607,,,,0
3,1,3/14/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1058,3,0,0,N,607,,,,0
3,1,3/14/22 0:00,B6,B6,116,JFK,SYR,924,1045,1050,5,0,0,N,209,,,,0
3,1,3/14/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1447,49,0,0,N,1053,0,0,41,0
3,1,3/14/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1615,-5,0,0,N,209,,,,0
3,1,3/14/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1334,-7,0,0,N,209,,,,0
3,1,3/14/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2046,-12,0,0,N,607,,,,0
3,1,3/14/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1320,-19,0,0,N,607,,,,0
3,1,3/14/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1631,-11,0,0,N,607,,,,0
3,1,3/21/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1028,-27,0,0,N,607,,,,0
3,1,3/21/22 0:00,B6,B6,116,JFK,SYR,924,1045,1031,-14,0,0,N,209,,,,0
3,1,3/21/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1358,0,0,0,N,1053,,,,0
3,1,3/21/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1616,-4,0,0,N,209,,,,0
3,1,3/21/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1339,-2,0,0,N,209,,,,0
3,1,3/21/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2045,-13,0,0,N,607,,,,0
3,1,3/21/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1326,-13,0,0,N,607,,,,0
3,1,3/21/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1631,-11,0,0,N,607,,,,0
3,1,3/28/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1055,0,0,0,N,607,,,,0
3,1,3/28/22 0:00,B6,B6,116,JFK,SYR,930,1043,1051,8,0,0,N,209,,,,0
3,1,3/28/22 0:00,B6,B6,656,MCO,SYR,1111,1356,1438,42,0,0,N,1053,0,9,0,0
3,1,3/28/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1615,-5,0,0,N,209,,,,0
3,1,3/28/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1333,-8,0,0,N,209,,,,0
3,1,3/28/22 0:00,UA,UA,1185,ORD,SYR,1906,2159,2143,-16,0,0,N,607,,,,0
3,1,3/28/22 0:00,UA,G7,4389,ORD,SYR,1035,1325,1403,38,0,0,N,607,0,0,0,0
3,1,3/28/22 0:00,UA,OO,5421,ORD,SYR,1355,1648,1657,9,0,0,N,607,,,,0
3,2,3/1/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1507,-22,0,0,N,607,,,,0
3,2,3/1/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,2015,-5,0,0,N,607,,,,0
3,2,3/1/22 0:00,B6,B6,116,JFK,SYR,924,1041,1033,-8,0,0,N,209,,,,0
3,2,3/1/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1407,7,0,0,N,1053,,,,0
3,2,3/1/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1337,-8,0,0,N,209,,,,0
3,2,3/1/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2051,-8,0,0,N,607,,,,0
3,2,3/1/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1619,-22,0,0,N,607,,,,0
3,2,3/1/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1321,-14,0,0,N,607,,,,0
3,2,3/8/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1520,2,0,0,N,607,,,,0
3,2,3/8/22 0:00,B6,B6,116,JFK,SYR,924,1045,1050,5,0,0,N,209,,,,0
3,2,3/8/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1339,-19,0,0,N,1053,,,,0
3,2,3/8/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1642,22,0,0,N,209,0,22,0,0
3,2,3/8/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1331,-10,0,0,N,209,,,,0
3,2,3/8/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2034,-24,0,0,N,607,,,,0
3,2,3/8/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1337,-2,0,0,N,607,,,,0
3,2,3/8/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1630,-12,0,0,N,607,,,,0
3,2,3/15/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1503,-15,0,0,N,607,,,,0
3,2,3/15/22 0:00,B6,B6,116,JFK,SYR,924,1045,1041,-4,0,0,N,209,,,,0
3,2,3/15/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1456,58,0,0,N,1053,0,42,0,0
3,2,3/15/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1605,-15,0,0,N,209,,,,0
3,2,3/15/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1332,-9,0,0,N,209,,,,0
3,2,3/15/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2046,-12,0,0,N,607,,,,0
3,2,3/15/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1325,-14,0,0,N,607,,,,0
3,2,3/15/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1704,22,0,0,N,607,0,0,0,0
3,2,3/22/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1515,-3,0,0,N,607,,,,0
3,2,3/22/22 0:00,B6,B6,116,JFK,SYR,924,1045,1032,-13,0,0,N,209,,,,0
3,2,3/22/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1344,-14,0,0,N,1053,,,,0
3,2,3/22/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1635,15,0,0,N,209,0,15,0,0
3,2,3/22/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1331,-10,0,0,N,209,,,,0
3,2,3/22/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2057,-1,0,0,N,607,,,,0
3,2,3/22/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1324,-15,0,0,N,607,,,,0
3,2,3/22/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1652,10,0,0,N,607,,,,0
3,2,3/29/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1506,-12,0,0,N,607,,,,0
3,2,3/29/22 0:00,B6,B6,116,JFK,SYR,925,1038,1022,-16,0,0,N,209,,,,0
3,2,3/29/22 0:00,B6,B6,656,MCO,SYR,1111,1356,1351,-5,0,0,N,1053,,,,0
3,2,3/29/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1616,-4,0,0,N,209,,,,0
3,2,3/29/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1328,-13,0,0,N,209,,,,0
3,2,3/29/22 0:00,UA,UA,1185,ORD,SYR,1906,2159,49,170,0,0,N,607,0,0,170,0
3,2,3/29/22 0:00,UA,G7,4389,ORD,SYR,1035,1325,1313,-12,0,0,N,607,,,,0
3,2,3/29/22 0:00,UA,OO,5421,ORD,SYR,1355,1648,1636,-12,0,0,N,607,,,,0
3,3,3/2/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1510,-19,0,0,N,607,,,,0
3,3,3/2/22 0:00,B6,B6,116,JFK,SYR,924,1041,1036,-5,0,0,N,209,,,,0
3,3,3/2/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1402,2,0,0,N,1053,,,,0
3,3,3/2/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1331,-14,0,0,N,209,,,,0
3,3,3/2/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2052,-7,0,0,N,607,,,,0
3,3,3/2/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1625,-16,0,0,N,607,,,,0
3,3,3/2/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1311,-24,0,0,N,607,,,,0
3,3,3/9/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1453,-25,0,0,N,607,,,,0
3,3,3/9/22 0:00,B6,B6,116,JFK,SYR,924,1045,1037,-8,0,0,N,209,,,,0
3,3,3/9/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1334,-24,0,0,N,1053,,,,0
3,3,3/9/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1627,7,0,0,N,209,,,,0
3,3,3/9/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1357,16,0,0,N,209,0,16,0,0
3,3,3/9/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2056,-2,0,0,N,607,,,,0
3,3,3/9/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1335,-4,0,0,N,607,,,,0
3,3,3/9/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1622,-20,0,0,N,607,,,,0
3,3,3/16/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1529,11,0,0,N,607,,,,0
3,3,3/16/22 0:00,B6,B6,116,JFK,SYR,924,1045,1055,10,0,0,N,209,,,,0
3,3,3/16/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1352,-6,0,0,N,1053,,,,0
3,3,3/16/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1603,-17,0,0,N,209,,,,0
3,3,3/16/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1347,6,0,0,N,209,,,,0
3,3,3/16/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2121,23,0,0,N,607,0,0,18,0
3,3,3/16/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1330,-9,0,0,N,607,,,,0
3,3,3/16/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1640,-2,0,0,N,607,,,,0
3,3,3/23/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1533,15,0,0,N,607,0,15,0,0
3,3,3/23/22 0:00,B6,B6,116,JFK,SYR,924,1045,1017,-28,0,0,N,209,,,,0
3,3,3/23/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1423,25,0,0,N,1053,0,0,0,0
3,3,3/23/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1555,-25,0,0,N,209,,,,0
3,3,3/23/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1327,-14,0,0,N,209,,,,0
3,3,3/23/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2125,27,0,0,N,607,0,2,19,0
3,3,3/23/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1324,-15,0,0,N,607,,,,0
3,3,3/23/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1705,23,0,0,N,607,0,0,0,0
3,3,3/30/22 0:00,AA,MQ,4134,ORD,SYR,1230,1518,1506,-12,0,0,N,607,,,,0
3,3,3/30/22 0:00,B6,B6,116,JFK,SYR,925,1038,1026,-12,0,0,N,209,,,,0
3,3,3/30/22 0:00,B6,B6,656,MCO,SYR,1111,1356,1421,25,0,0,N,1053,0,0,0,0
3,3,3/30/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1639,19,0,0,N,209,0,19,0,0
3,3,3/30/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1339,-2,0,0,N,209,,,,0
3,3,3/30/22 0:00,UA,UA,1185,ORD,SYR,1906,2159,2153,-6,0,0,N,607,,,,0
3,3,3/30/22 0:00,UA,G7,4389,ORD,SYR,1035,1325,1313,-12,0,0,N,607,,,,0
3,3,3/30/22 0:00,UA,OO,5421,ORD,SYR,1355,1648,1804,76,0,0,N,607,0,0,0,0
3,4,3/3/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1520,-7,0,0,N,607,,,,0
3,4,3/3/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1041,-14,0,0,N,607,,,,0
3,4,3/3/22 0:00,B6,B6,116,JFK,SYR,924,1041,1157,76,0,0,N,209,0,0,66,0
3,4,3/3/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1445,45,0,0,N,1053,0,0,10,0
3,4,3/3/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1329,-16,0,0,N,209,,,,0
3,4,3/3/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2134,35,0,0,N,607,0,2,0,0
3,4,3/3/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1615,-26,0,0,N,607,,,,0
3,4,3/3/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1310,-25,0,0,N,607,,,,0
3,4,3/10/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1544,17,0,0,N,607,0,0,0,0
3,4,3/10/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1034,-21,0,0,N,607,,,,0
3,4,3/10/22 0:00,B6,B6,116,JFK,SYR,924,1045,1111,26,0,0,N,209,0,0,17,0
3,4,3/10/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1409,11,0,0,N,1053,,,,0
3,4,3/10/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1600,-20,0,0,N,209,,,,0
3,4,3/10/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1328,-13,0,0,N,209,,,,0
3,4,3/10/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2114,16,0,0,N,607,0,0,14,0
3,4,3/10/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1322,-17,0,0,N,607,,,,0
3,4,3/10/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1651,9,0,0,N,607,,,,0
3,4,3/17/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1509,-18,0,0,N,607,,,,0
3,4,3/17/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1049,-6,0,0,N,607,,,,0
3,4,3/17/22 0:00,B6,B6,116,JFK,SYR,924,1045,1041,-4,0,0,N,209,,,,0
3,4,3/17/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1325,-33,0,0,N,1053,,,,0
3,4,3/17/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1554,-26,0,0,N,209,,,,0
3,4,3/17/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1331,-10,0,0,N,209,,,,0
3,4,3/17/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2122,24,0,0,N,607,0,18,6,0
3,4,3/17/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1335,-4,0,0,N,607,,,,0
3,4,3/17/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1638,-4,0,0,N,607,,,,0
3,4,3/24/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1608,41,0,0,N,607,0,0,41,0
3,4,3/24/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1044,-11,0,0,N,607,,,,0
3,4,3/24/22 0:00,B6,B6,116,JFK,SYR,924,1045,1202,77,0,0,N,209,0,0,77,0
3,4,3/24/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1411,13,0,0,N,1053,,,,0
3,4,3/24/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1624,4,0,0,N,209,,,,0
3,4,3/24/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1345,4,0,0,N,209,,,,0
3,4,3/24/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2051,-7,0,0,N,607,,,,0
3,4,3/24/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1349,10,0,0,N,607,,,,0
3,4,3/24/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1632,-10,0,0,N,607,,,,0
3,4,3/31/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1639,72,0,0,N,607,0,0,72,0
3,4,3/31/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1041,-14,0,0,N,607,,,,0
3,4,3/31/22 0:00,B6,B6,116,JFK,SYR,925,1038,1044,6,0,0,N,209,,,,0
3,4,3/31/22 0:00,B6,B6,656,MCO,SYR,1111,1356,1336,-20,0,0,N,1053,,,,0
3,4,3/31/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1628,8,0,0,N,209,,,,0
3,4,3/31/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1329,-12,0,0,N,209,,,,0
3,4,3/31/22 0:00,UA,UA,1185,ORD,SYR,1906,2159,2235,36,0,0,N,607,0,0,23,0
3,4,3/31/22 0:00,UA,G7,4389,ORD,SYR,1035,1325,1322,-3,0,0,N,607,,,,0
3,4,3/31/22 0:00,UA,OO,5421,ORD,SYR,1355,1648,1637,-11,0,0,N,607,,,,0
3,5,3/4/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1525,-2,0,0,N,607,,,,0
3,5,3/4/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1044,-11,0,0,N,607,,,,0
3,5,3/4/22 0:00,B6,B6,116,JFK,SYR,924,1041,1040,-1,0,0,N,209,,,,0
3,5,3/4/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1415,15,0,0,N,1053,0,15,0,0
3,5,3/4/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1331,-14,0,0,N,209,,,,0
3,5,3/4/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2032,-26,0,0,N,607,,,,0
3,5,3/4/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1345,6,0,0,N,607,,,,0
3,5,3/4/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1644,2,0,0,N,607,,,,0
3,5,3/11/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1508,-19,0,0,N,607,,,,0
3,5,3/11/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1039,-16,0,0,N,607,,,,0
3,5,3/11/22 0:00,B6,B6,116,JFK,SYR,924,1045,1034,-11,0,0,N,209,,,,0
3,5,3/11/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1415,17,0,0,N,1053,0,0,0,0
3,5,3/11/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1602,-18,0,0,N,209,,,,0
3,5,3/11/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1415,34,0,0,N,209,0,0,34,0
3,5,3/11/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2048,-10,0,0,N,607,,,,0
3,5,3/11/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1322,-17,0,0,N,607,,,,0
3,5,3/11/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1631,-11,0,0,N,607,,,,0
3,5,3/18/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1527,0,0,0,N,607,,,,0
3,5,3/18/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1035,-20,0,0,N,607,,,,0
3,5,3/18/22 0:00,B6,B6,116,JFK,SYR,924,1045,1136,51,0,0,N,209,0,0,40,0
3,5,3/18/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1529,91,0,0,N,1053,0,0,0,0
3,5,3/18/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1616,-4,0,0,N,209,,,,0
3,5,3/18/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1336,-5,0,0,N,209,,,,0
3,5,3/18/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2048,-10,0,0,N,607,,,,0
3,5,3/18/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1347,8,0,0,N,607,,,,0
3,5,3/25/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1543,16,0,0,N,607,16,0,0,0
3,5,3/25/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1036,-19,0,0,N,607,,,,0
3,5,3/25/22 0:00,B6,B6,116,JFK,SYR,924,1045,1020,-25,0,0,N,209,,,,0
3,5,3/25/22 0:00,B6,B6,656,MCO,SYR,1111,1358,1339,-19,0,0,N,1053,,,,0
3,5,3/25/22 0:00,DL,9E,4730,JFK,SYR,1500,1620,1644,24,0,0,N,209,0,18,0,0
3,5,3/25/22 0:00,DL,9E,5446,JFK,SYR,1230,1341,1332,-9,0,0,N,209,,,,0
3,5,3/25/22 0:00,UA,UA,1094,ORD,SYR,1809,2058,2114,16,0,0,N,607,0,0,0,0
3,5,3/25/22 0:00,UA,G7,4389,ORD,SYR,1050,1339,1324,-15,0,0,N,607,,,,0
3,5,3/25/22 0:00,UA,OO,5587,ORD,SYR,1349,1642,1641,-1,0,0,N,607,,,,0
3,6,3/5/22 0:00,AA,OO,3253,ORD,SYR,1240,1527,1506,-21,0,0,N,607,,,,0
3,6,3/5/22 0:00,AA,PT,6085,ORD,SYR,800,1055,1024,-31,0,0,N,607,,,,0
3,6,3/5/22 0:00,B6,B6,116,JFK,SYR,924,1041,1032,-9,0,0,N,209,,,,0
3,6,3/5/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1714,194,0,0,N,1053,0,19,54,0
3,6,3/5/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1326,-19,0,0,N,209,,,,0
