MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS
1,6,1/29/22 0:00,B6,B6,2516,JFK,SYR,2159,2314,57,103,0,0,N,209,85,18,0,0
1,6,1/29/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1849,-11,0,0,N,1053,,,,0
1,6,1/29/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,,,1,0,N,209,,,,0
1,6,1/29/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1704,-17,0,0,N,607,,,,0
1,6,1/29/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1404,27,0,0,N,607,0,0,0,0
1,6,1/29/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2049,-3,0,0,N,607,,,,0
1,6,1/29/22 0:00,WN,WN,3479,MCO,SYR,1200,1445,1443,-2,0,0,N,1053,,,,0
1,7,1/2/22 0:00,AA,MQ,4134,ORD,SYR,1025,1316,1347,31,0,0,N,607,0,31,0,0
1,7,1/2/22 0:00,AA,MQ,4253,ORD,SYR,1725,2012,2047,35,0,0,N,607,26,9,0,0
1,7,1/2/22 0:00,AA,MQ,4316,ORD,SYR,1528,1815,,,1,0,N,607,,,,0
1,7,1/2/22 0:00,B6,B6,116,JFK,SYR,829,950,938,-12,0,0,N,209,,,,0
1,7,1/2/22 0:00,B6,B6,2516,JFK,SYR,2145,2259,,,1,0,N,209,,,,0
1,7,1/2/22 0:00,B6,B6,656,MCO,SYR,1313,1556,1700,64,0,0,N,1053,0,0,30,0
1,7,1/2/22 0:00,DL,9E,5531,JFK,SYR,1255,1412,1712,180,0,0,N,209,0,7,0,0
1,7,1/2/22 0:00,UA,G7,4576,ORD,SYR,1445,1736,,,1,0,N,607,,,,0
1,7,1/2/22 0:00,UA,OO,5392,ORD,SYR,1040,1332,1420,48,0,0,N,607,0,0,0,0
1,7,1/2/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2308,136,0,0,N,607,0,0,0,0
1,7,1/9/22 0:00,AA,OO,3253,ORD,SYR,1240,1531,1512,-19,0,0,N,607,,,,0
1,7,1/9/22 0:00,AA,MQ,4134,ORD,SYR,805,1056,1041,-15,0,0,N,607,,,,0
1,7,1/9/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,1954,-24,0,0,N,607,,,,0
1,7,1/9/22 0:00,B6,B6,116,JFK,SYR,925,1043,1053,10,0,0,N,209,,,,0
1,7,1/9/22 0:00,B6,B6,2516,JFK,SYR,2159,2314,2325,11,0,0,N,209,,,,0
1,7,1/9/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1857,-3,0,0,N,1053,,,,0
1,7,1/9/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1350,5,0,0,N,209,,,,0
1,7,1/9/22 0:00,UA,G7,4576,ORD,SYR,1430,1720,1704,-16,0,0,N,607,,,,0
1,7,1/9/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1322,-15,0,0,N,607,,,,0
1,7,1/9/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,,,1,0,N,607,,,,0
1,7,1/16/22 0:00,AA,OO,3253,ORD,SYR,1240,1531,1521,-10,0,0,N,607,,,,0
1,7,1/16/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,2055,37,0,0,N,607,0,0,37,0
1,7,1/16/22 0:00,B6,B6,116,JFK,SYR,925,1043,1050,7,0,0,N,209,,,,0
1,7,1/16/22 0:00,B6,B6,2516,JFK,SYR,2159,2314,,,1,0,N,209,,,,0
1,7,1/16/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1829,-31,0,0,N,1053,,,,0
1,7,1/16/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1334,-11,0,0,N,209,,,,0
1,7,1/16/22 0:00,UA,G7,4576,ORD,SYR,1430,1720,1656,-24,0,0,N,607,,,,0
1,7,1/16/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1339,2,0,0,N,607,,,,0
1,7,1/16/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,,,1,0,N,607,,,,0
1,7,1/23/22 0:00,AA,OO,3253,ORD,SYR,1240,1531,1552,21,0,0,N,607,0,0,21,0
1,7,1/23/22 0:00,AA,MQ,4134,ORD,SYR,805,1056,1221,85,0,0,N,607,18,67,0,0
1,7,1/23/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,23,245,0,0,N,607,0,15,0,0
1,7,1/23/22 0:00,B6,B6,116,JFK,SYR,925,1043,1101,18,0,0,N,209,0,0,0,0
1,7,1/23/22 0:00,B6,B6,2516,JFK,SYR,2159,2314,131,137,0,0,N,209,128,9,0,0
1,7,1/23/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1855,-5,0,0,N,1053,,,,0
1,7,1/23/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1343,-2,0,0,N,209,,,,0
1,7,1/23/22 0:00,UA,G7,4576,ORD,SYR,1430,1720,1954,154,0,0,N,607,0,36,0,0
1,7,1/23/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1458,81,0,0,N,607,0,0,0,0
1,7,1/23/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2340,168,0,0,N,607,0,0,168,0
1,7,1/30/22 0:00,AA,OO,3253,ORD,SYR,1240,1531,1518,-13,0,0,N,607,,,,0
1,7,1/30/22 0:00,AA,MQ,4134,ORD,SYR,805,1056,1036,-20,0,0,N,607,,,,0
1,7,1/30/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,2019,1,0,0,N,607,,,,0
1,7,1/30/22 0:00,B6,B6,116,JFK,SYR,925,1043,,,1,0,N,209,,,,0
1,7,1/30/22 0:00,B6,B6,2516,JFK,SYR,2159,2314,,,1,0,N,209,,,,0
1,7,1/30/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1939,39,0,0,N,1053,0,1,25,0
1,7,1/30/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,,,1,0,N,209,,,,0
1,7,1/30/22 0:00,UA,G7,4576,ORD,SYR,1430,1720,1700,-20,0,0,N,607,,,,0
1,7,1/30/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1328,-9,0,0,N,607,,,,0
1,7,1/30/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2119,27,0,0,N,607,0,0,0,0
2,1,2/7/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2318,13,0,0,N,607,,,,0
2,1,2/7/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1051,-4,0,0,N,607,,,,0
2,1,2/7/22 0:00,B6,B6,116,JFK,SYR,925,1044,1020,-24,0,0,N,209,,,,0
2,1,2/7/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2337,22,0,0,N,209,0,0,0,0
2,1,2/7/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1901,1,0,0,N,1053,,,,0
2,1,2/7/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1327,-18,0,0,N,209,,,,0
2,1,2/7/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1656,-25,0,0,N,607,,,,0
2,1,2/7/22 0:00,UA,OO,5418,ORD,SYR,1755,2052,2055,3,0,0,N,607,,,,0
2,1,2/7/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1320,-17,0,0,N,607,,,,0
2,1,2/14/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2335,30,0,0,N,607,30,0,0,0
2,1,2/14/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1047,-8,0,0,N,607,,,,0
2,1,2/14/22 0:00,B6,B6,116,JFK,SYR,925,1044,1106,22,0,0,N,209,0,0,6,0
2,1,2/14/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2300,-15,0,0,N,209,,,,0
2,1,2/14/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1845,-15,0,0,N,1053,,,,0
2,1,2/14/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1340,-5,0,0,N,209,,,,0
2,1,2/14/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2047,-12,0,0,N,607,,,,0
2,1,2/14/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1627,-14,0,0,N,607,,,,0
2,1,2/14/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1342,7,0,0,N,607,,,,0
2,1,2/21/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2353,48,0,0,N,607,0,0,48,0
2,1,2/21/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1036,-19,0,0,N,607,,,,0
2,1,2/21/22 0:00,B6,B6,116,JFK,SYR,924,1041,1108,27,0,0,N,209,0,0,0,0
2,1,2/21/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1530,90,0,0,N,1053,0,0,0,0
2,1,2/21/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1327,-18,0,0,N,209,,,,0
2,1,2/21/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2040,-19,0,0,N,607,,,,0
2,1,2/21/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1618,-23,0,0,N,607,,,,0
2,1,2/21/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1335,0,0,0,N,607,,,,0
2,1,2/28/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1505,-24,0,0,N,607,,,,0
2,1,2/28/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2317,12,0,0,N,607,,,,0
2,1,2/28/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1036,-19,0,0,N,607,,,,0
2,1,2/28/22 0:00,B6,B6,116,JFK,SYR,924,1041,1345,184,0,0,N,209,0,0,0,0
2,1,2/28/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1437,37,0,0,N,1053,0,37,0,0
2,1,2/28/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1346,1,0,0,N,209,,,,0
2,1,2/28/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2103,4,0,0,N,607,,,,0
2,1,2/28/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1628,-13,0,0,N,607,,,,0
2,1,2/28/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1331,-4,0,0,N,607,,,,0
2,2,2/1/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,,,1,0,N,607,,,,0
2,2,2/1/22 0:00,B6,B6,116,JFK,SYR,925,1044,1121,37,0,0,N,209,0,0,32,0
2,2,2/1/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2258,-17,0,0,N,209,,,,0
2,2,2/1/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1842,-18,0,0,N,1053,,,,0
2,2,2/1/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1336,-9,0,0,N,209,,,,0
2,2,2/1/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1708,-13,0,0,N,607,,,,0
2,2,2/1/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1403,26,0,0,N,607,0,0,26,0
2,2,2/1/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2041,-11,0,0,N,607,,,,0
2,2,2/8/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1520,-9,0,0,N,607,,,,0
2,2,2/8/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,2016,-4,0,0,N,607,,,,0
2,2,2/8/22 0:00,B6,B6,116,JFK,SYR,925,1044,1031,-13,0,0,N,209,,,,0
2,2,2/8/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2304,-11,0,0,N,209,,,,0
2,2,2/8/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1836,-24,0,0,N,1053,,,,0
2,2,2/8/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1339,-6,0,0,N,209,,,,0
2,2,2/8/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1712,-9,0,0,N,607,,,,0
2,2,2/8/22 0:00,UA,OO,5418,ORD,SYR,1755,2052,2053,1,0,0,N,607,,,,0
2,2,2/8/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1327,-10,0,0,N,607,,,,0
2,2,2/15/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1511,-18,0,0,N,607,,,,0
2,2,2/15/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,2008,-12,0,0,N,607,,,,0
2,2,2/15/22 0:00,B6,B6,116,JFK,SYR,925,1044,1041,-3,0,0,N,209,,,,0
2,2,2/15/22 0:00,B6,B6,2516,JFK,SYR,2200,2316,2310,-6,0,0,N,209,,,,0
2,2,2/15/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1839,-21,0,0,N,1053,,,,0
2,2,2/15/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1344,-1,0,0,N,209,,,,0
2,2,2/15/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2052,-7,0,0,N,607,,,,0
2,2,2/15/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1626,-15,0,0,N,607,,,,0
2,2,2/15/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1332,-3,0,0,N,607,,,,0
2,2,2/22/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,2135,75,0,0,N,607,0,0,75,0
2,2,2/22/22 0:00,B6,B6,116,JFK,SYR,924,1041,1017,-24,0,0,N,209,,,,0
2,2,2/22/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1344,-16,0,0,N,1053,,,,0
2,2,2/22/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1332,-13,0,0,N,209,,,,0
2,2,2/22/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2035,-24,0,0,N,607,,,,0
2,2,2/22/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1641,0,0,0,N,607,,,,0
2,2,2/22/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1337,2,0,0,N,607,,,,0
2,3,2/2/22 0:00,AA,OO,3253,ORD,SYR,1240,1531,,,1,0,N,607,,,,0
2,3,2/2/22 0:00,AA,PT,6235,ORD,SYR,1730,2018,,,1,0,N,607,,,,0
2,3,2/2/22 0:00,B6,B6,116,JFK,SYR,925,1044,1014,-30,0,0,N,209,,,,0
2,3,2/2/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2323,8,0,0,N,209,,,,0
2,3,2/2/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1855,-5,0,0,N,1053,,,,0
2,3,2/2/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1314,-31,0,0,N,209,,,,0
2,3,2/2/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1835,74,0,0,N,607,0,38,36,0
2,3,2/2/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,,,1,0,N,607,,,,0
2,3,2/2/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2356,184,0,0,N,607,0,0,0,0
2,3,2/9/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1514,-15,0,0,N,607,,,,0
2,3,2/9/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,2018,-2,0,0,N,607,,,,0
2,3,2/9/22 0:00,B6,B6,116,JFK,SYR,925,1044,1032,-12,0,0,N,209,,,,0
2,3,2/9/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2258,-17,0,0,N,209,,,,0
2,3,2/9/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1955,55,0,0,N,1053,0,0,0,0
2,3,2/9/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1332,-13,0,0,N,209,,,,0
2,3,2/9/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1704,-17,0,0,N,607,,,,0
2,3,2/9/22 0:00,UA,OO,5418,ORD,SYR,1755,2052,2049,-3,0,0,N,607,,,,0
2,3,2/9/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1317,-20,0,0,N,607,,,,0
2,3,2/16/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1511,-18,0,0,N,607,,,,0
2,3,2/16/22 0:00,AA,OO,3294,ORD,SYR,1730,2020,1959,-21,0,0,N,607,,,,0
2,3,2/16/22 0:00,B6,B6,116,JFK,SYR,925,1044,1030,-14,0,0,N,209,,,,0
2,3,2/16/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2310,-5,0,0,N,209,,,,0
2,3,2/16/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1858,-2,0,0,N,1053,,,,0
2,3,2/16/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1331,-14,0,0,N,209,,,,0
2,3,2/16/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2140,41,0,0,N,607,0,0,41,0
2,3,2/16/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1615,-26,0,0,N,607,,,,0
2,3,2/16/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1312,-23,0,0,N,607,,,,0
2,3,2/23/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1857,208,0,0,N,607,0,0,208,0
2,3,2/23/22 0:00,B6,B6,116,JFK,SYR,924,1041,1023,-18,0,0,N,209,,,,0
2,3,2/23/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1352,-8,0,0,N,1053,,,,0
2,3,2/23/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1334,-11,0,0,N,209,,,,0
2,3,2/23/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2033,-26,0,0,N,607,,,,0
2,3,2/23/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1620,-21,0,0,N,607,,,,0
2,3,2/23/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1325,-10,0,0,N,607,,,,0
2,4,2/3/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1112,17,0,0,N,607,3,14,0,0
2,4,2/3/22 0:00,B6,B6,116,JFK,SYR,925,1044,1050,6,0,0,N,209,,,,0
2,4,2/3/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,,,1,0,N,209,,,,0
2,4,2/3/22 0:00,B6,B6,656,MCO,SYR,1617,1900,,,1,0,N,1053,,,,0
2,4,2/3/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1335,-10,0,0,N,209,,,,0
2,4,2/3/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,,,1,0,N,607,,,,0
2,4,2/3/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,,,1,0,N,607,,,,0
2,4,2/3/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,,,1,0,N,607,,,,0
2,4,2/10/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2302,-3,0,0,N,607,,,,0
2,4,2/10/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1034,-21,0,0,N,607,,,,0
2,4,2/10/22 0:00,B6,B6,116,JFK,SYR,925,1044,1018,-26,0,0,N,209,,,,0
2,4,2/10/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2310,-5,0,0,N,209,,,,0
2,4,2/10/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1906,6,0,0,N,1053,,,,0
2,4,2/10/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1332,-13,0,0,N,209,,,,0
2,4,2/10/22 0:00,UA,G7,4402,ORD,SYR,1755,2052,2037,-15,0,0,N,607,,,,0
2,4,2/10/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1704,-17,0,0,N,607,,,,0
2,4,2/10/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1326,-11,0,0,N,607,,,,0
2,4,2/17/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1519,-10,0,0,N,607,,,,0
2,4,2/17/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,,,1,0,N,607,,,,0
2,4,2/17/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,,,1,0,N,607,,,,0
2,4,2/17/22 0:00,B6,B6,116,JFK,SYR,924,1041,1024,-17,0,0,N,209,,,,0
2,4,2/17/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1336,-24,0,0,N,1053,,,,0
2,4,2/17/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1320,-25,0,0,N,209,,,,0
2,4,2/17/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2240,101,0,0,N,607,0,0,101,0
2,4,2/17/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1704,23,0,0,N,607,0,23,0,0
2,4,2/17/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1423,48,0,0,N,607,0,0,0,0
2,4,2/24/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1611,42,0,0,N,607,0,0,42,0
2,4,2/24/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,,,1,0,N,607,,,,0
2,4,2/24/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1110,15,0,0,N,607,0,15,0,0
2,4,2/24/22 0:00,B6,B6,116,JFK,SYR,924,1041,1018,-23,0,0,N,209,,,,0
2,4,2/24/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1424,24,0,0,N,1053,0,0,0,0
2,4,2/24/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1332,-13,0,0,N,209,,,,0
2,4,2/24/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2157,58,0,0,N,607,0,50,0,0
2,4,2/24/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1632,-9,0,0,N,607,,,,0
2,4,2/24/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1401,26,0,0,N,607,0,26,0,0
2,5,2/4/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1523,-6,0,0,N,607,,,,0
2,5,2/4/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,,,1,0,N,607,,,,0
2,5,2/4/22 0:00,B6,B6,116,JFK,SYR,925,1044,1103,19,0,0,N,209,0,3,0,0
2,5,2/4/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,,,1,0,N,209,,,,0
2,5,2/4/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1930,30,0,0,N,1053,0,0,25,0
2,5,2/4/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1344,-1,0,0,N,209,,,,0
2,5,2/4/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1705,-16,0,0,N,607,,,,0
2,5,2/4/22 0:00,UA,OO,5392,ORD,SYR,1045,1337,1341,4,0,0,N,607,,,,0
2,5,2/4/22 0:00,UA,OO,5412,ORD,SYR,1755,2052,2255,123,0,0,N,607,0,0,0,0
2,5,2/11/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1511,-18,0,0,N,607,,,,0
2,5,2/11/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1041,-14,0,0,N,607,,,,0
2,5,2/11/22 0:00,B6,B6,116,JFK,SYR,925,1044,1058,14,0,0,N,209,,,,0
2,5,2/11/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2306,-9,0,0,N,209,,,,0
2,5,2/11/22 0:00,B6,B6,656,MCO,SYR,1617,1900,2147,167,0,0,N,1053,0,0,0,0
2,5,2/11/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1328,-17,0,0,N,209,,,,0
2,5,2/11/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2128,29,0,0,N,607,0,0,0,0
2,5,2/11/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1614,-27,0,0,N,607,,,,0
2,5,2/11/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1323,-12,0,0,N,607,,,,0
2,5,2/18/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1656,87,0,0,N,607,0,0,87,0
2,5,2/18/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,2247,-18,0,0,N,607,,,,0
2,5,2/18/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1206,71,0,0,N,607,0,0,0,0
2,5,2/18/22 0:00,B6,B6,116,JFK,SYR,924,1041,1110,29,0,0,N,209,0,16,6,0
2,5,2/18/22 0:00,B6,B6,656,MCO,SYR,1115,1400,1403,3,0,0,N,1053,,,,0
2,5,2/18/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1354,9,0,0,N,209,,,,0
2,5,2/18/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2054,-5,0,0,N,607,,,,0
2,5,2/18/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1637,-4,0,0,N,607,,,,0
2,5,2/18/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1443,68,0,0,N,607,0,9,0,0
2,5,2/25/22 0:00,AA,OO,3253,ORD,SYR,1240,1529,1702,93,0,0,N,607,93,0,0,0
2,5,2/25/22 0:00,AA,OO,3294,ORD,SYR,2010,2305,1,56,0,0,N,607,0,0,0,0
2,5,2/25/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,,,1,0,N,607,,,,0
2,5,2/25/22 0:00,B6,B6,116,JFK,SYR,924,1041,,,1,0,N,209,,,,0
2,5,2/25/22 0:00,B6,B6,656,MCO,SYR,1115,1400,,,1,0,N,1053,,,,0
2,5,2/25/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1540,115,0,0,N,209,0,115,0,0
2,5,2/25/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2059,0,0,0,N,607,,,,0
2,5,2/25/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,,,1,0,N,607,,,,0
2,5,2/25/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,,,1,0,N,607,,,,0
2,6,2/5/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1109,14,0,0,N,607,,,,0
2,6,2/5/22 0:00,B6,B6,116,JFK,SYR,925,1044,,,1,0,N,209,,,,0
2,6,2/5/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,23,68,0,0,N,209,0,15,22,0
2,6,2/5/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1852,-8,0,0,N,1053,,,,0
2,6,2/5/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1347,2,0,0,N,209,,,,0
2,6,2/5/22 0:00,UA,G7,4576,ORD,SYR,1430,1721,1703,-18,0,0,N,607,,,,0
2,6,2/5/22 0:00,UA,OO,5418,ORD,SYR,1755,2052,2037,-15,0,0,N,607,,,,0
2,6,2/5/22 0:00,UA,OO,5429,ORD,SYR,1045,1337,1325,-12,0,0,N,607,,,,0
2,6,2/5/22 0:00,WN,WN,3479,MCO,SYR,1200,1445,1514,29,0,0,N,1053,0,16,0,0
2,6,2/12/22 0:00,AA,OO,3294,ORD,SYR,1745,2042,2027,-15,0,0,N,607,,,,0
2,6,2/12/22 0:00,AA,MQ,4134,ORD,SYR,805,1055,1036,-19,0,0,N,607,,,,0
2,6,2/12/22 0:00,B6,B6,116,JFK,SYR,925,1044,1056,12,0,0,N,209,,,,0
2,6,2/12/22 0:00,B6,B6,2516,JFK,SYR,2159,2315,2307,-8,0,0,N,209,,,,0
2,6,2/12/22 0:00,B6,B6,656,MCO,SYR,1617,1900,1847,-13,0,0,N,1053,,,,0
2,6,2/12/22 0:00,DL,9E,5446,JFK,SYR,1230,1345,1419,34,0,0,N,209,0,0,0,0
2,6,2/12/22 0:00,UA,UA,1094,ORD,SYR,1810,2059,2147,48,0,0,N,607,0,0,9,0
2,6,2/12/22 0:00,UA,YX,3467,ORD,SYR,1345,1641,1638,-3,0,0,N,607,,,,0
2,6,2/12/22 0:00,UA,G7,4389,ORD,SYR,1045,1335,1313,-22,0,0,N,607,,,,0
